timestamp,Binance_BTCTUSD_bid,Binance_BTCTUSD_ask,Deribit_BTCPERPETUAL_bid,Deribit_BTCPERPETUAL_ask,Bitget_BTCUSDTUMCBL_bid,Bitget_BTCUSDTUMCBL_ask
2023-08-06 10:28:46,29073.42,29073.86,29060.5,29061.0,29057.5,29058.0
2023-08-06 10:29:02,29075.28,29075.63,29060.5,29061.0,29057.5,29058.0
2023-08-06 10:29:17,29074.56,29075.5,29060.5,29061.0,29058.0,29058.5
2023-08-06 10:29:33,29075.81,29076.28,29060.5,29061.0,29058.0,29058.5
2023-08-06 10:29:49,29075.67,29076.05,29060.5,29061.0,29058.0,29058.5
2023-08-06 10:30:05,29073.0,29073.84,29060.5,29061.0,29057.5,29058.0
2023-08-06 10:30:20,29073.88,29074.38,29060.5,29061.0,29057.5,29058.0
2023-08-06 10:30:36,29075.61,29076.11,29060.5,29061.0,29057.5,29058.0
2023-08-06 10:30:52,29075.27,29076.03,29060.5,29061.0,29057.5,29058.0
2023-08-06 10:31:07,29075.59,29076.07,29060.5,29061.0,29057.5,29058.0
2023-08-06 10:31:23,29079.02,29079.33,29060.5,29061.0,29058.0,29058.5
2023-08-06 10:31:39,29080.59,29081.37,29060.5,29061.0,29059.5,29060.0
2023-08-06 10:31:55,29080.85,29081.35,29060.5,29061.0,29060.5,29061.0
2023-08-06 10:32:11,29083.66,29084.0,29068.0,29068.5,29065.0,29065.5
2023-08-06 10:32:27,29082.08,29082.59,29068.0,29068.5,29065.0,29065.5
2023-08-06 10:32:43,29082.77,29083.68,29068.0,29068.5,29064.5,29065.0
2023-08-06 10:32:58,29081.7,29081.92,29068.0,29068.5,29064.5,29065.0
2023-08-06 10:33:14,29079.03,29079.83,29068.0,29068.5,29063.5,29064.0
2023-08-06 10:33:30,29081.19,29081.97,29068.0,29068.5,29063.5,29064.0
2023-08-06 10:33:46,29080.58,29081.38,29068.0,29068.5,29063.5,29064.0
2023-08-06 10:34:01,29080.16,29080.85,29068.0,29068.5,29063.5,29064.0
2023-08-06 10:34:17,29080.28,29080.58,29068.0,29068.5,29063.5,29064.0
2023-08-06 10:34:33,29079.96,29080.97,29068.0,29068.5,29063.5,29064.0
2023-08-06 10:34:49,29074.03,29074.04,29065.0,29065.5,29060.0,29060.5
2023-08-06 10:35:04,29072.99,29073.0,29065.0,29065.5,29060.0,29060.5
2023-08-06 10:35:20,29073.58,29073.87,29065.0,29065.5,29058.0,29058.5
2023-08-06 10:35:36,29073.01,29073.49,29065.0,29065.5,29057.5,29058.0
2023-08-06 10:35:52,29071.31,29071.81,29065.0,29065.5,29057.5,29058.0
2023-08-06 10:36:07,29072.8,29073.26,29064.5,29065.0,29057.5,29058.0
2023-08-06 10:36:23,29073.8,29074.3,29064.5,29065.0,29057.5,29058.0
2023-08-06 10:36:39,29073.15,29073.71,29064.5,29065.0,29057.5,29058.0
2023-08-06 10:36:55,29075.0,29075.33,29064.5,29065.0,29057.5,29058.0
2023-08-06 10:37:11,29072.68,29072.69,29064.5,29065.0,29057.5,29058.0
2023-08-06 10:37:27,29072.02,29072.54,29064.5,29065.0,29057.5,29058.0
2023-08-06 10:37:42,29072.47,29072.99,29064.5,29065.0,29057.5,29058.0
2023-08-06 10:37:58,29072.59,29072.98,29064.5,29065.0,29056.0,29056.5
2023-08-06 10:38:14,29071.58,29071.94,29064.0,29064.5,29056.0,29056.5
2023-08-06 10:38:30,29072.15,29072.54,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:38:45,29072.19,29072.73,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:39:01,29072.32,29072.46,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:39:17,29076.67,29076.95,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:39:33,29073.45,29073.9,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:39:49,29072.26,29072.63,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:40:04,29072.8,29073.28,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:40:20,29071.06,29071.28,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:40:36,29071.15,29071.3,29063.5,29064.0,29055.5,29056.0
2023-08-06 10:40:51,29071.01,29071.83,29063.5,29064.0,29054.0,29054.5
2023-08-06 10:41:07,29072.04,29072.59,29063.5,29064.0,29054.0,29054.5
2023-08-06 10:41:23,29072.04,29072.65,29063.5,29064.0,29054.0,29054.5
2023-08-06 10:41:38,29071.72,29072.63,29063.5,29064.0,29054.0,29054.5
2023-08-06 10:41:54,29072.53,29072.98,29063.5,29064.0,29055.0,29055.5
