timestamp,MEXC_BTC/USDT_Ask,MEXC_BTC/USDT_Bid,Bybit_BTCUSDC_Ask,Bybit_BTCUSDC_Bid,Diff
2023-09-03 11:59:16,25932.97,25932.96,25929.59,25926.47,-3.3800000000010186
2023-09-03 11:59:17,25932.97,25932.96,25929.59,25926.58,-3.3800000000010186
2023-09-03 11:59:19,25932.97,25932.96,25929.59,25926.42,-3.3800000000010186
2023-09-03 11:59:20,25932.97,25932.96,25929.59,25926.44,-3.3800000000010186
2023-09-03 11:59:22,25932.97,25932.96,25929.59,25926.62,-3.3800000000010186
2023-09-03 11:59:24,25932.97,25932.96,25929.59,25927.04,-3.3800000000010186
2023-09-03 11:59:26,25932.97,25932.96,25929.59,25926.34,-3.3800000000010186
2023-09-03 11:59:28,25932.97,25932.96,25929.59,25926.38,-3.3800000000010186
2023-09-03 11:59:30,25932.97,25932.96,25929.59,25926.66,-3.3800000000010186
2023-09-03 11:59:32,25932.97,25932.96,25929.59,25926.48,-3.3800000000010186
2023-09-03 11:59:33,25932.97,25932.96,25929.59,25926.44,-3.3800000000010186
2023-09-03 11:59:35,25932.97,25932.96,25929.59,25926.36,-3.3800000000010186
2023-09-03 11:59:36,25932.97,25932.96,25929.59,25926.61,-3.3800000000010186
2023-09-03 11:59:38,25932.97,25932.96,25929.59,25926.34,-3.3800000000010186
2023-09-03 11:59:40,25932.97,25932.96,25929.59,25926.56,-3.3800000000010186
2023-09-03 11:59:41,25932.97,25932.96,25929.59,25926.7,-3.3800000000010186
2023-09-03 11:59:43,25932.97,25932.96,25929.59,25926.65,-3.3800000000010186
2023-09-03 11:59:45,25932.97,25932.96,25929.59,25926.35,-3.3800000000010186
2023-09-03 11:59:47,25932.97,25932.96,25929.59,25926.37,-3.3800000000010186
2023-09-03 11:59:48,25932.97,25932.96,25929.59,25926.74,-3.3800000000010186
2023-09-03 11:59:51,25932.97,25932.96,25929.57,25926.36,-3.400000000001455
2023-09-03 11:59:52,25932.97,25932.96,25929.57,25926.36,-3.400000000001455
2023-09-03 11:59:54,25932.97,25932.96,25929.57,25926.38,-3.400000000001455
2023-09-03 11:59:55,25932.97,25932.96,25929.57,25926.6,-3.400000000001455
2023-09-03 11:59:57,25932.97,25932.96,25929.57,25926.6,-3.400000000001455
2023-09-03 11:59:59,25932.97,25932.96,25929.59,25926.84,-3.3800000000010186
2023-09-03 12:00:01,25932.97,25932.96,25929.59,25926.94,-3.3800000000010186
2023-09-03 12:00:02,25932.97,25932.96,25931.88,25927.18,-1.0900000000001455
2023-09-03 12:00:04,25932.97,25932.96,25931.71,25927.68,-1.2600000000020373
2023-09-03 12:00:06,25932.97,25932.96,25931.61,25927.68,-1.360000000000582
2023-09-03 12:00:09,25932.97,25932.96,25931.4,25927.68,-1.569999999999709
2023-09-03 12:00:10,25932.97,25932.96,25931.37,25927.68,-1.6000000000021828
2023-09-03 12:00:12,25932.97,25932.96,25931.53,25927.68,-1.4400000000023283
2023-09-03 12:00:14,25932.97,25932.96,25931.05,25927.67,-1.9200000000018917
2023-09-03 12:00:16,25932.97,25932.96,25931.01,25927.67,-1.9600000000027649
2023-09-03 12:00:18,25932.97,25932.96,25931.06,25927.68,-1.9099999999998545
2023-09-03 12:00:20,25932.97,25932.96,25931.03,25927.68,-1.9400000000023283
2023-09-03 12:00:21,25932.97,25932.96,25931.01,25927.68,-1.9600000000027649
2023-09-03 12:00:23,25932.97,25932.96,25931.02,25927.68,-1.9500000000007276
2023-09-03 12:00:25,25932.97,25932.96,25931.02,25927.69,-1.9500000000007276
2023-09-03 12:00:26,25932.97,25932.96,25931.01,25927.69,-1.9600000000027649
2023-09-03 12:00:28,25932.97,25932.96,25931.05,25927.69,-1.9200000000018917
2023-09-03 12:00:31,25932.97,25932.96,25931.05,25927.69,-1.9200000000018917
