timestamp,Bybit_ETHUSDC_bid,Bybit_ETHUSDC_ask,Deribit_BTCPERPETUAL_bid,Deribit_BTCPERPETUAL_ask,Bitget_ETHUSDTUMCBL_bid,Bitget_ETHUSDTUMCBL_ask
2023-08-08 13:43:10,1838.2,1838.37,29499.5,29500.0,1839.25,1839.26
2023-08-08 13:43:27,1839.06,1839.18,29501.0,29501.5,1840.63,1840.65
2023-08-08 13:43:43,1840.03,1840.18,29507.0,29510.0,1841.22,1841.23
2023-08-08 13:43:59,1840.09,1840.29,29506.0,29506.5,1840.99,1841.0
2023-08-08 13:44:14,1840.8,1841.17,29520.5,29521.0,1842.71,1842.72
2023-08-08 13:44:31,1840.94,1841.11,29514.0,29514.5,1842.14,1842.16
2023-08-08 13:44:46,1839.88,1839.96,29515.0,29515.5,1840.85,1840.87
2023-08-08 13:45:02,1839.82,1840.0,29511.5,29512.0,1841.11,1841.13
2023-08-08 13:45:18,1841.08,1841.2,29535.5,29536.0,1842.14,1842.15
2023-08-08 13:45:34,1841.47,1841.6,29539.5,29540.0,1842.6,1842.61
2023-08-08 13:45:50,1841.42,1841.67,29538.5,29539.0,1842.77,1842.78
2023-08-08 13:46:06,1841.62,1841.76,29537.0,29537.5,1842.76,1842.77
2023-08-08 13:46:22,1841.7,1841.82,29527.5,29528.0,1842.85,1842.86
2023-08-08 13:46:38,1841.92,1842.14,29526.5,29527.0,1842.85,1842.86
2023-08-08 13:46:54,1841.95,1842.06,29526.5,29527.0,1842.99,1843.0
2023-08-08 13:47:10,1842.01,1842.17,29526.5,29527.0,1842.93,1842.94
2023-08-08 13:47:26,1842.49,1842.66,29529.5,29530.0,1843.12,1843.13
2023-08-08 13:47:43,1842.6,1842.73,29537.5,29538.0,1843.54,1843.55
2023-08-08 13:47:59,1842.83,1842.95,29547.0,29547.5,1843.54,1843.55
2023-08-08 13:48:16,1842.53,1842.62,29537.0,29537.5,1843.73,1843.74
2023-08-08 13:48:31,1841.85,1841.95,29525.0,29525.5,1842.86,1842.87
2023-08-08 13:48:47,1840.67,1840.79,29506.0,29506.5,1841.39,1841.4
2023-08-08 13:49:04,1841.04,1841.19,29512.5,29513.0,1841.8,1841.81
2023-08-08 13:49:20,1841.3,1841.46,29519.5,29521.0,1842.5,1842.51
2023-08-08 13:49:38,1840.54,1840.65,29505.5,29506.0,1841.28,1841.29
2023-08-08 13:49:54,1840.41,1840.53,29504.5,29505.0,1841.07,1841.09
2023-08-08 13:50:10,1840.95,1841.07,29510.0,29510.5,1841.74,1841.75
2023-08-08 13:50:26,1841.64,1841.8,29518.5,29519.0,1842.42,1842.43
2023-08-08 13:50:42,1841.5,1841.65,29524.0,29524.5,1842.28,1842.3
2023-08-08 13:50:59,1842.27,1842.41,29541.0,29541.5,1843.14,1843.15
2023-08-08 13:51:15,1842.96,1843.15,29551.5,29552.0,1843.75,1843.76
2023-08-08 13:51:31,1842.98,1843.01,29554.0,29554.5,1843.8,1843.82
2023-08-08 13:51:47,1843.15,1843.21,29560.5,29561.0,1843.99,1844.0
2023-08-08 13:52:03,1843.12,1843.19,29568.0,29568.5,1843.87,1843.88
2023-08-08 13:52:19,1842.67,1842.8,29565.0,29565.5,1843.64,1843.65
2023-08-08 13:52:35,1843.1,1843.23,29572.5,29573.0,1843.81,1843.82
2023-08-08 13:52:50,1842.5,1842.62,29563.0,29563.5,1843.44,1843.45
2023-08-08 13:53:06,1842.01,1842.07,29555.0,29555.5,1842.83,1842.85
2023-08-08 13:53:22,1842.44,1842.6,29555.0,29555.5,1842.99,1843.0
2023-08-08 13:53:38,1842.5,1842.67,29558.0,29558.5,1842.99,1843.0
2023-08-08 13:53:54,1842.07,1842.19,29552.0,29552.5,1842.77,1842.78
2023-08-08 13:54:10,1841.81,1841.86,29533.0,29533.5,1842.44,1842.45
2023-08-08 13:54:26,1841.91,1842.0,29533.0,29533.5,1842.48,1842.49
2023-08-08 13:54:41,1842.41,1842.47,29541.0,29541.5,1842.42,1842.43
2023-08-08 13:54:57,1842.85,1842.97,29550.0,29550.5,1843.44,1843.45
2023-08-08 13:55:13,1842.9,1843.02,29561.5,29562.0,1843.87,1843.88
2023-08-08 13:55:29,1843.27,1843.39,29564.5,29565.0,1844.18,1844.19
2023-08-08 13:55:45,1843.3,1843.44,29566.5,29567.0,1844.01,1844.02
2023-08-08 13:56:00,1843.24,1843.39,29568.0,29568.5,1844.07,1844.08
2023-08-08 13:56:16,1843.23,1843.39,29568.0,29568.5,1844.22,1844.23
2023-08-08 13:56:32,1843.4,1843.51,29572.5,29573.0,1844.16,1844.17
2023-08-08 13:56:48,1843.38,1843.5,29572.5,29573.0,1844.16,1844.17
2023-08-08 13:57:03,1843.67,1843.77,29576.5,29577.0,1844.42,1844.43
2023-08-08 13:57:19,1843.5,1843.6,29574.0,29574.5,1844.21,1844.22
2023-08-08 13:57:35,1842.44,1842.57,29553.5,29554.0,1842.76,1842.77
2023-08-08 13:57:50,1842.63,1842.77,29565.5,29566.0,1843.33,1843.34
2023-08-08 13:58:06,1842.75,1842.86,29566.0,29566.5,1843.2,1843.21
2023-08-08 13:58:22,1843.34,1843.52,29570.5,29571.0,1843.93,1843.94
2023-08-08 13:58:38,1843.42,1843.56,29576.5,29577.0,1844.22,1844.23
2023-08-08 13:58:54,1843.73,1843.82,29576.5,29577.0,1844.22,1844.23
2023-08-08 13:59:10,1843.76,1843.91,29582.0,29582.5,1844.43,1844.44
2023-08-08 13:59:25,1843.56,1843.7,29585.0,29585.5,1844.39,1844.4
2023-08-08 13:59:42,1843.15,1843.29,29562.0,29562.5,1843.8,1843.81
2023-08-08 13:59:57,1843.81,1843.93,29568.0,29568.5,1844.25,1844.26
2023-08-08 14:00:13,1844.07,1844.17,29568.5,29569.0,1844.51,1844.52
2023-08-08 14:00:28,1844.23,1844.34,29577.0,29577.5,1844.75,1844.77
2023-08-08 14:00:44,1844.04,1844.18,29578.0,29578.5,1844.66,1844.67
2023-08-08 14:01:00,1843.92,1844.09,29579.0,29579.5,1844.58,1844.59
2023-08-08 14:01:16,1843.64,1843.65,29579.0,29579.5,1843.94,1843.96
2023-08-08 14:01:32,1844.13,1844.29,29583.5,29584.0,1844.63,1844.64
2023-08-08 14:01:48,1844.21,1844.32,29583.5,29584.0,1844.74,1844.75
2023-08-08 14:02:04,1843.83,1843.94,29570.0,29570.5,1844.24,1844.25
2023-08-08 14:02:20,1844.52,1844.64,29586.5,29587.0,1845.2,1845.21
2023-08-08 14:02:36,1844.91,1845.02,29586.5,29587.0,1845.1,1845.11
2023-08-08 14:02:52,1844.49,1844.61,29595.0,29595.5,1845.28,1845.29
2023-08-08 14:03:09,1845.22,1845.39,29615.0,29615.5,1845.8,1845.81
2023-08-08 14:03:25,1845.12,1845.24,29614.5,29615.0,1845.55,1845.56
2023-08-08 14:03:41,1845.29,1845.54,29623.5,29624.0,1845.99,1846.0
2023-08-08 14:03:58,1845.07,1845.15,29629.5,29630.0,1845.9,1845.91
2023-08-08 14:04:15,1845.98,1846.14,29629.5,29630.0,1846.77,1846.79
2023-08-08 14:04:31,1846.27,1846.43,29655.0,29655.5,1847.08,1847.09
2023-08-08 14:04:47,1846.61,1846.79,29658.5,29659.0,1847.49,1847.5
2023-08-08 14:05:03,1846.63,1846.75,29652.5,29653.0,1847.32,1847.33
2023-08-08 14:05:18,1847.01,1847.19,29658.0,29658.5,1847.82,1847.83
2023-08-08 14:05:34,1845.61,1845.79,29624.0,29624.5,1846.1,1846.11
2023-08-08 14:05:50,1844.85,1844.97,29621.5,29622.0,1845.45,1845.46
2023-08-08 14:06:05,1844.31,1844.46,29610.0,29610.5,1844.6,1844.61
2023-08-08 14:06:21,1844.11,1844.29,29593.0,29593.5,1844.71,1844.72
2023-08-08 14:06:37,1842.7,1842.93,29570.0,29570.5,1843.07,1843.09
2023-08-08 14:06:54,1842.55,1842.7,29569.0,29569.5,1842.99,1843.0
2023-08-08 14:07:09,1841.76,1841.88,29558.5,29559.0,1842.37,1842.38
2023-08-08 14:07:25,1841.8,1842.0,29551.5,29552.0,1842.22,1842.23
2023-08-08 14:07:41,1841.43,1841.59,29545.5,29546.0,1842.04,1842.05
2023-08-08 14:07:57,1841.41,1841.56,29542.5,29543.0,1841.76,1841.77
2023-08-08 14:08:13,1841.02,1841.13,29541.5,29542.0,1841.47,1841.48
2023-08-08 14:08:29,1840.76,1840.92,29531.5,29532.0,1841.55,1841.56
2023-08-08 14:08:46,1840.66,1840.8,29531.5,29532.0,1841.41,1841.42
2023-08-08 14:09:02,1840.92,1841.04,29539.0,29539.5,1841.19,1841.2
2023-08-08 14:09:18,1841.44,1841.56,29557.5,29558.0,1842.03,1842.04
2023-08-08 14:09:34,1840.65,1840.79,29542.0,29542.5,1841.3,1841.31
2023-08-08 14:09:50,1840.25,1840.4,29530.0,29530.5,1841.04,1841.05
2023-08-08 14:10:05,1840.27,1840.4,29529.5,29530.0,1840.92,1840.93
2023-08-08 14:10:21,1841.44,1841.58,29541.5,29542.0,1842.0,1842.01
2023-08-08 14:10:37,1842.0,1842.14,29560.0,29560.5,1842.64,1842.65
2023-08-08 14:10:53,1842.86,1842.98,29560.0,29560.5,1843.45,1843.46
2023-08-08 14:11:09,1842.74,1842.89,29561.0,29561.5,1843.58,1843.59
2023-08-08 14:11:25,1843.27,1843.42,29583.5,29584.0,1843.99,1844.0
2023-08-08 14:11:41,1842.88,1843.09,29580.0,29580.5,1844.02,1844.03
2023-08-08 14:11:57,1843.15,1843.25,29569.5,29570.0,1844.02,1844.03
2023-08-08 14:12:13,1842.98,1843.09,29569.5,29570.0,1844.02,1844.03
2023-08-08 14:12:29,1843.14,1843.17,29569.5,29570.0,1844.02,1844.03
2023-08-08 14:12:45,1843.13,1843.31,29569.5,29570.0,1844.02,1844.03
2023-08-08 14:13:00,1843.07,1843.19,29577.0,29577.5,1844.02,1844.03
2023-08-08 14:13:16,1843.18,1843.33,29579.0,29579.5,1844.03,1844.04
2023-08-08 14:13:32,1843.18,1843.2,29581.0,29581.5,1844.02,1844.03
2023-08-08 14:13:48,1843.22,1843.34,29581.0,29581.5,1844.02,1844.03
2023-08-08 14:14:04,1843.15,1843.31,29581.0,29581.5,1844.02,1844.03
2023-08-08 14:14:20,1842.88,1842.99,29577.0,29577.5,1843.9,1843.91
2023-08-08 14:14:36,1842.21,1842.3,29568.0,29568.5,1843.13,1843.14
2023-08-08 14:14:52,1842.27,1842.38,29568.0,29568.5,1843.03,1843.04
2023-08-08 14:15:07,1843.07,1843.2,29585.0,29585.5,1843.69,1843.7
2023-08-08 14:15:24,1843.56,1843.68,29594.0,29594.5,1843.99,1844.0
2023-08-08 14:15:41,1844.08,1844.19,29604.5,29605.0,1844.44,1844.45
2023-08-08 14:15:59,1843.48,1843.66,29597.0,29597.5,1844.42,1844.43
2023-08-08 14:16:14,1843.68,1843.77,29597.0,29597.5,1844.43,1844.44
2023-08-08 14:16:30,1843.9,1844.02,29598.0,29598.5,1844.43,1844.44
2023-08-08 14:16:48,1843.93,1844.1,29601.5,29602.0,1844.47,1844.49
2023-08-08 14:17:05,1843.95,1844.06,29604.0,29604.5,1844.68,1844.69
2023-08-08 14:17:20,1843.97,1844.1,29604.0,29604.5,1844.68,1844.69
2023-08-08 14:17:36,1843.59,1843.7,29596.0,29596.5,1844.5,1844.51
2023-08-08 14:17:52,1843.64,1843.79,29593.5,29594.0,1844.5,1844.51
2023-08-08 14:18:08,1844.14,1844.26,29599.5,29600.0,1844.84,1844.85
2023-08-08 14:18:24,1844.1,1844.2,29599.5,29600.0,1844.87,1844.88
2023-08-08 14:18:40,1843.77,1843.91,29592.0,29592.5,1844.53,1844.54
2023-08-08 14:18:55,1843.84,1843.95,29592.0,29592.5,1844.54,1844.55
2023-08-08 14:19:11,1844.36,1844.56,29592.0,29592.5,1844.99,1845.0
2023-08-08 14:19:28,1844.47,1844.57,29597.5,29598.0,1844.99,1845.0
2023-08-08 14:19:46,1844.34,1844.55,29597.0,29597.5,1845.23,1845.24
2023-08-08 14:20:03,1844.66,1844.79,29597.0,29597.5,1845.61,1845.62
2023-08-08 14:20:19,1844.98,1845.11,29590.5,29591.0,1845.83,1845.84
2023-08-08 14:20:35,1844.69,1844.92,29589.5,29590.0,1845.73,1845.74
2023-08-08 14:20:51,1844.53,1844.69,29586.5,29587.0,1845.43,1845.44
2023-08-08 14:21:07,1843.9,1844.08,29570.0,29570.5,1844.78,1844.79
2023-08-08 14:21:23,1843.24,1843.38,29555.5,29556.0,1844.13,1844.14
2023-08-08 14:21:40,1843.14,1843.23,29555.0,29555.5,1843.76,1843.77
2023-08-08 14:21:55,1842.65,1842.79,29547.0,29547.5,1843.31,1843.32
2023-08-08 14:22:13,1842.25,1842.43,29544.5,29545.0,1842.86,1842.87
2023-08-08 14:22:30,1842.53,1842.7,29541.5,29542.0,1843.18,1843.19
2023-08-08 14:22:47,1842.51,1842.52,29538.5,29539.0,1842.7,1842.71
2023-08-08 14:23:04,1842.41,1842.54,29538.5,29539.0,1842.76,1842.77
2023-08-08 14:23:20,1842.1,1842.19,29536.0,29536.5,1842.59,1842.6
2023-08-08 14:23:37,1842.15,1842.25,29530.0,29530.5,1842.41,1842.43
2023-08-08 14:23:53,1842.24,1842.35,29528.5,29529.0,1842.69,1842.7
2023-08-08 14:24:09,1842.41,1842.53,29528.5,29529.0,1842.72,1842.74
2023-08-08 14:24:24,1842.28,1842.36,29528.5,29529.0,1842.72,1842.73
2023-08-08 14:24:40,1843.42,1843.53,29541.5,29542.0,1843.75,1843.76
2023-08-08 14:24:56,1842.42,1842.49,29540.0,29540.5,1842.87,1842.88
2023-08-08 14:25:11,1842.67,1842.77,29540.0,29540.5,1842.91,1842.92
2023-08-08 14:25:27,1842.32,1842.42,29538.5,29539.0,1842.82,1842.83
2023-08-08 14:25:43,1842.81,1842.93,29544.5,29545.0,1843.19,1843.2
2023-08-08 14:25:59,1842.65,1842.74,29547.5,29548.0,1842.82,1842.83
2023-08-08 14:26:14,1842.44,1842.51,29550.0,29550.5,1842.96,1842.97
2023-08-08 14:26:30,1841.93,1841.99,29536.5,29537.0,1842.27,1842.28
2023-08-08 14:26:45,1842.32,1842.44,29536.0,29536.5,1842.41,1842.42
2023-08-08 14:27:02,1842.12,1842.2,29536.0,29536.5,1842.51,1842.52
2023-08-08 14:27:18,1842.12,1842.28,29509.0,29509.5,1842.37,1842.38
2023-08-08 14:27:34,1842.32,1842.46,29503.0,29503.5,1842.46,1842.47
2023-08-08 14:27:50,1842.39,1842.51,29506.0,29506.5,1842.44,1842.45
2023-08-08 14:28:05,1841.74,1841.97,29493.0,29493.5,1842.03,1842.04
2023-08-08 14:28:21,1841.61,1841.76,29488.0,29488.5,1841.94,1841.96
2023-08-08 14:28:37,1839.54,1839.72,29463.0,29463.5,1839.94,1839.96
2023-08-08 14:28:52,1840.27,1840.37,29480.5,29481.0,1840.67,1840.68
2023-08-08 14:29:09,1840.55,1840.63,29487.0,29487.5,1841.01,1841.02
2023-08-08 14:29:25,1840.41,1840.55,29478.5,29479.0,1840.9,1840.91
2023-08-08 14:29:40,1840.31,1840.4,29471.5,29472.0,1840.73,1840.74
2023-08-08 14:29:57,1840.08,1840.19,29470.0,29470.5,1840.44,1840.45
2023-08-08 14:30:12,1840.09,1840.19,29462.0,29462.5,1840.68,1840.69
2023-08-08 14:30:28,1840.92,1841.08,29478.0,29478.5,1841.23,1841.24
2023-08-08 14:30:43,1841.1,1841.21,29478.0,29478.5,1841.39,1841.4
2023-08-08 14:30:59,1841.64,1841.87,29495.5,29496.0,1842.21,1842.22
2023-08-08 14:31:15,1841.01,1841.12,29486.5,29487.0,1841.7,1841.72
2023-08-08 14:31:32,1840.49,1840.59,29474.5,29475.0,1841.44,1841.45
2023-08-08 14:31:50,1839.41,1839.6,29457.5,29458.0,1839.95,1839.96
2023-08-08 14:32:06,1839.78,1839.97,29463.5,29464.0,1840.2,1840.4
2023-08-08 14:32:22,1839.2,1839.36,29450.5,29451.0,1839.53,1839.55
2023-08-08 14:32:37,1838.9,1838.94,29453.0,29453.5,1839.09,1839.1
2023-08-08 14:32:54,1839.04,1839.17,29465.0,29465.5,1839.45,1839.46
2023-08-08 14:33:10,1839.57,1839.69,29455.5,29456.0,1839.8,1839.82
2023-08-08 14:33:26,1839.41,1839.5,29458.5,29459.0,1839.8,1839.81
2023-08-08 14:33:42,1837.92,1838.2,29435.0,29435.5,1839.0,1839.01
2023-08-08 14:34:00,1837.53,1837.6,29427.5,29428.0,1838.06,1838.07
2023-08-08 14:34:18,1838.26,1838.39,29449.5,29450.0,1838.87,1838.88
2023-08-08 14:34:33,1837.46,1837.61,29431.5,29432.0,1838.06,1838.07
2023-08-08 14:34:49,1837.9,1838.0,29439.5,29440.0,1838.18,1838.19
2023-08-08 14:35:06,1837.69,1837.77,29436.0,29436.5,1838.17,1838.18
2023-08-08 14:35:22,1837.49,1837.59,29430.0,29430.5,1837.79,1837.8
2023-08-08 14:35:38,1837.35,1837.51,29430.0,29430.5,1837.8,1837.82
2023-08-08 14:35:53,1836.92,1837.08,29414.0,29414.5,1837.5,1837.51
2023-08-08 14:36:09,1836.47,1836.6,29409.0,29409.5,1837.17,1837.18
2023-08-08 14:36:26,1836.53,1836.75,29401.0,29401.5,1836.88,1836.89
2023-08-08 14:36:42,1835.89,1836.04,29390.5,29391.0,1836.04,1836.05
2023-08-08 14:36:58,1834.91,1834.98,29370.5,29371.0,1835.16,1835.17
2023-08-08 14:37:14,1834.63,1834.75,29364.5,29365.0,1834.73,1834.75
2023-08-08 14:37:30,1835.62,1835.72,29375.0,29375.5,1835.68,1835.69
2023-08-08 14:37:45,1835.26,1835.35,29369.5,29370.0,1835.45,1835.46
2023-08-08 14:38:02,1835.43,1835.52,29379.0,29379.5,1835.47,1835.48
2023-08-08 14:38:17,1835.93,1836.09,29391.5,29392.0,1836.2,1836.21
2023-08-08 14:38:33,1835.3,1835.47,29377.0,29377.5,1835.45,1835.65
2023-08-08 14:38:49,1835.61,1835.73,29385.5,29386.0,1835.83,1835.84
2023-08-08 14:39:05,1835.06,1835.17,29374.0,29374.5,1835.44,1835.45
2023-08-08 14:39:22,1835.87,1835.99,29387.5,29388.0,1836.35,1836.36
2023-08-08 14:39:37,1837.01,1837.19,29400.0,29400.5,1837.3,1837.31
2023-08-08 14:39:54,1836.8,1836.85,29398.5,29399.0,1837.14,1837.15
2023-08-08 14:40:10,1836.21,1836.37,29394.5,29395.0,1836.74,1836.75
2023-08-08 14:40:25,1836.78,1836.86,29394.5,29395.0,1837.06,1837.07
2023-08-08 14:40:41,1836.73,1836.85,29401.5,29402.0,1837.06,1837.07
2023-08-08 14:40:57,1836.15,1836.38,29398.0,29398.5,1836.57,1836.58
2023-08-08 14:41:13,1834.91,1835.03,29376.0,29376.5,1835.44,1835.45
2023-08-08 14:41:28,1834.81,1834.89,29373.0,29373.5,1835.44,1835.45
2023-08-08 14:41:45,1834.81,1834.96,29367.5,29368.0,1834.58,1834.59
2023-08-08 14:42:01,1834.86,1835.0,29366.0,29366.5,1834.87,1834.89
2023-08-08 14:42:17,1835.43,1835.59,29373.0,29373.5,1835.53,1835.54
2023-08-08 14:42:33,1835.65,1835.76,29385.5,29386.0,1835.88,1835.89
2023-08-08 14:42:49,1835.12,1835.24,29376.0,29376.5,1835.38,1835.39
2023-08-08 14:43:06,1834.95,1835.06,29368.5,29369.0,1835.0,1835.01
2023-08-08 14:43:21,1834.85,1834.97,29368.0,29368.5,1835.0,1835.01
2023-08-08 14:43:41,1835.75,1835.84,29376.5,29377.0,1835.71,1835.72
2023-08-08 14:43:57,1834.81,1834.93,29369.5,29370.0,1835.17,1835.18
2023-08-08 14:44:13,1834.61,1834.74,29368.0,29368.5,1835.18,1835.19
2023-08-08 14:44:31,1834.63,1834.76,29356.0,29356.5,1835.18,1835.19
2023-08-08 14:44:48,1834.61,1834.73,29362.0,29362.5,1835.0,1835.01
2023-08-08 14:45:04,1834.28,1834.38,29361.0,29361.5,1834.51,1834.52
2023-08-08 14:45:20,1834.91,1835.04,29359.0,29359.5,1834.92,1834.93
2023-08-08 14:45:36,1835.6,1835.76,29366.5,29367.0,1835.54,1835.55
2023-08-08 14:45:51,1835.83,1835.93,29380.5,29381.0,1836.06,1836.07
2023-08-08 14:46:07,1835.87,1835.99,29380.5,29381.0,1836.16,1836.17
2023-08-08 14:46:22,1835.64,1835.75,29374.0,29374.5,1835.89,1835.9
2023-08-08 14:46:38,1836.4,1836.5,29378.5,29379.0,1836.66,1836.67
2023-08-08 14:46:55,1836.69,1836.79,29381.5,29382.0,1836.99,1837.0
2023-08-08 14:47:11,1836.38,1836.39,29381.5,29382.0,1836.99,1837.0
2023-08-08 14:47:29,1836.21,1836.37,29380.5,29381.0,1836.99,1837.0
2023-08-08 14:47:47,1835.91,1835.99,29377.5,29378.0,1836.44,1836.45
2023-08-08 14:48:03,1835.51,1835.61,29373.5,29374.0,1836.44,1836.45
2023-08-08 14:48:20,1834.61,1834.66,29360.0,29360.5,1834.94,1834.95
2023-08-08 14:48:36,1834.8,1834.93,29358.5,29359.0,1834.89,1834.9
2023-08-08 14:48:51,1835.28,1835.38,29358.5,29359.0,1835.8,1835.82
2023-08-08 14:49:08,1835.71,1835.81,29358.5,29359.0,1835.88,1835.89
2023-08-08 14:49:24,1835.23,1835.4,29354.0,29354.5,1835.8,1835.81
2023-08-08 14:49:42,1834.72,1834.86,29351.0,29351.5,1835.2,1835.21
2023-08-08 14:49:59,1834.46,1834.56,29345.5,29346.0,1834.84,1834.85
2023-08-08 14:50:14,1834.28,1834.45,29333.0,29333.5,1834.7,1834.71
