timestamp,Binance_BTCTUSD,MEXC_BTCUSDT
2023-06-28 08:42:25,30286.51,30236.8
2023-06-28 08:42:33,30282.09,30229.33
2023-06-28 08:42:41,30280.7,30229.02
2023-06-28 08:42:49,30281.5,30229.02
2023-06-28 08:42:57,30279.31,30225.56
2023-06-28 08:43:05,30284.72,30225.56
2023-06-28 08:43:13,30282.62,30225.7
2023-06-28 08:43:21,30282.99,30225.7
2023-06-28 08:43:29,30282.42,30225.7
2023-06-28 08:43:37,30285.06,30229.02
2023-06-28 08:43:45,30281.27,30229.02
2023-06-28 08:43:52,30281.48,30229.02
2023-06-28 08:44:00,30284.7,30229.02
2023-06-28 08:44:08,30283.21,30229.02
2023-06-28 08:44:16,30284.9,30229.02
2023-06-28 08:44:24,30284.84,30229.02
2023-06-28 08:44:32,30286.2,30229.02
2023-06-28 08:44:40,30288.47,30229.02
2023-06-28 08:44:47,30286.31,30230.06
2023-06-28 08:44:55,30284.48,30230.06
2023-06-28 08:45:04,30286.14,30230.06
2023-06-28 08:45:12,30284.19,30230.06
2023-06-28 08:45:20,30284.94,30230.06
2023-06-28 08:45:28,30287.19,30230.06
2023-06-28 08:45:36,30294.58,30230.06
2023-06-28 08:45:44,30296.11,30239.19
2023-06-28 08:45:52,30292.34,30240.0
2023-06-28 08:46:00,30293.78,30240.0
2023-06-28 08:46:08,30295.47,30240.0
2023-06-28 08:46:16,30294.98,30240.0
2023-06-28 08:46:24,30293.31,30240.0
2023-06-28 08:46:33,30297.33,30240.0
2023-06-28 08:46:41,30301.71,30245.48
2023-06-28 08:46:49,30299.78,30247.33
2023-06-28 08:46:56,30289.1,30247.33
2023-06-28 08:47:05,30290.01,30240.01
2023-06-28 08:47:13,30282.78,30231.78
2023-06-28 08:47:20,30284.64,30230.76
2023-06-28 08:47:28,30280.42,30230.76
2023-06-28 08:47:37,30281.15,30230.76
2023-06-28 08:47:45,30280.3,30230.76
2023-06-28 08:47:53,30273.91,30230.76
2023-06-28 08:48:00,30274.57,30225.7
2023-06-28 08:48:08,30274.54,30223.93
2023-06-28 08:48:16,30271.63,30223.93
2023-06-28 08:48:24,30272.55,30220.93
2023-06-28 08:48:32,30272.22,30220.93
2023-06-28 08:48:41,30271.57,30220.92
2023-06-28 08:48:48,30272.78,30220.92
2023-06-28 08:48:56,30281.99,30220.92
2023-06-28 08:49:05,30281.74,30228.96
2023-06-28 08:49:13,30279.06,30228.96
2023-06-28 08:49:21,30280.6,30228.96
2023-06-28 08:49:29,30281.03,30228.96
2023-06-28 08:49:37,30288.09,30228.96
2023-06-28 08:49:45,30287.99,30234.0
2023-06-28 08:49:53,30291.52,30234.0
2023-06-28 08:50:01,30294.62,30237.99
2023-06-28 08:50:09,30293.94,30241.84
2023-06-28 08:50:18,30295.68,30241.84
2023-06-28 08:50:26,30297.14,30241.84
2023-06-28 08:50:34,30297.64,30242.27
2023-06-28 08:50:42,30304.0,30244.02
2023-06-28 08:50:51,30303.71,30249.17
2023-06-28 08:50:59,30301.44,30249.17
2023-06-28 08:51:07,30300.67,30249.17
2023-06-28 08:51:15,30302.53,30249.17
2023-06-28 08:51:23,30305.5,30249.17
2023-06-28 08:51:38,30307.43,30252.43
2023-06-28 08:51:46,30305.23,30252.43
2023-06-28 08:51:55,30305.69,30252.43
2023-06-28 08:52:03,30308.41,30252.43
2023-06-28 08:52:11,30307.6,30252.43
2023-06-28 08:52:19,30309.86,30256.97
2023-06-28 08:52:27,30309.49,30256.97
2023-06-28 08:52:35,30306.44,30260.44
2023-06-28 08:52:43,30308.39,30258.01
2023-06-28 08:52:51,30313.99,30257.73
2023-06-28 08:52:59,30313.58,30257.74
2023-06-28 08:53:07,30309.08,30257.74
2023-06-28 08:53:15,30310.24,30257.74
2023-06-28 08:53:23,30308.03,30257.74
2023-06-28 08:53:30,30309.81,30257.74
2023-06-28 08:53:39,30310.6,30257.74
2023-06-28 08:53:47,30312.18,30257.74
2023-06-28 08:53:54,30312.78,30257.74
2023-06-28 08:54:02,30312.66,30257.74
2023-06-28 08:54:10,30309.29,30257.74
2023-06-28 08:54:18,30308.23,30257.74
2023-06-28 08:54:27,30309.2,30257.74
2023-06-28 08:54:36,30309.96,30257.74
2023-06-28 08:54:47,30308.71,30257.74
2023-06-28 08:54:54,30314.07,30260.76
2023-06-28 08:55:03,30313.25,30260.76
2023-06-28 08:55:11,30313.01,30260.76
2023-06-28 08:55:19,30314.39,30260.81
2023-06-28 08:55:27,30314.54,30260.81
2023-06-28 08:55:34,30312.65,30260.81
2023-06-28 08:55:42,30312.05,30260.81
2023-06-28 08:55:50,30313.0,30260.81
2023-06-28 08:55:58,30310.88,30260.81
2023-06-28 08:56:06,30313.28,30260.81
2023-06-28 08:56:14,30313.49,30260.81
2023-06-28 08:56:22,30313.49,30260.81
2023-06-28 08:56:30,30314.32,30260.81
2023-06-28 08:56:38,30314.14,30260.81
2023-06-28 08:56:46,30315.44,30260.81
2023-06-28 08:56:54,30314.9,30260.82
2023-06-28 08:57:02,30316.31,30261.92
2023-06-28 08:57:10,30315.11,30262.21
2023-06-28 08:57:18,30314.13,30261.4
2023-06-28 08:57:26,30316.81,30260.86
2023-06-28 08:57:33,30314.48,30263.72
2023-06-28 08:57:41,30315.0,30263.72
2023-06-28 08:57:49,30315.21,30263.72
2023-06-28 08:57:58,30315.94,30263.13
2023-06-28 08:58:06,30315.93,30263.13
2023-06-28 08:58:14,30325.21,30263.13
2023-06-28 08:58:21,30326.6,30271.14
2023-06-28 08:58:29,30331.66,30271.67
2023-06-28 08:58:38,30331.7,30280.0
2023-06-28 08:58:46,30332.73,30280.0
2023-06-28 08:58:54,30336.46,30280.0
2023-06-28 08:59:02,30326.73,30280.8
2023-06-28 08:59:10,30327.79,30278.01
2023-06-28 08:59:18,30330.72,30278.01
2023-06-28 08:59:26,30329.04,30278.01
2023-06-28 08:59:34,30331.28,30278.01
2023-06-28 08:59:42,30331.34,30278.01
2023-06-28 08:59:50,30332.59,30278.01
2023-06-28 08:59:58,30333.95,30278.01
2023-06-28 09:00:07,30330.98,30278.01
2023-06-28 09:00:14,30321.96,30278.01
2023-06-28 09:00:23,30318.76,30270.01
2023-06-28 09:00:31,30319.91,30273.6
2023-06-28 09:00:39,30322.99,30266.41
2023-06-28 09:00:47,30314.49,30267.81
2023-06-28 09:00:55,30314.3,30258.24
2023-06-28 09:01:03,30314.14,30261.4
2023-06-28 09:01:12,30318.29,30261.4
2023-06-28 09:01:20,30318.87,30261.41
2023-06-28 09:01:28,30320.38,30264.0
2023-06-28 09:01:36,30318.43,30264.0
2023-06-28 09:01:44,30317.58,30264.0
2023-06-28 09:01:52,30317.92,30264.0
2023-06-28 09:02:00,30317.72,30264.0
2023-06-28 09:02:09,30309.82,30258.92
2023-06-28 09:02:16,30308.25,30255.9
2023-06-28 09:02:24,30313.95,30252.01
2023-06-28 09:02:32,30310.86,30255.31
2023-06-28 09:03:00,30311.46,30255.31
2023-06-28 09:03:17,30311.61,30255.31
2023-06-28 09:03:25,30308.78,30255.31
2023-06-28 09:03:33,30303.68,30254.26
2023-06-28 09:03:41,30302.31,30252.15
2023-06-28 09:03:50,30302.93,30252.15
2023-06-28 09:03:58,30302.74,30250.81
2023-06-28 09:04:06,30304.66,30250.81
2023-06-28 09:04:14,30305.78,30250.81
2023-06-28 09:04:22,30303.53,30250.81
2023-06-28 09:04:31,30304.0,30250.81
2023-06-28 09:04:39,30302.96,30250.81
2023-06-28 09:04:46,30302.24,30250.81
2023-06-28 09:04:54,30300.42,30250.81
2023-06-28 09:05:03,30299.82,30250.81
2023-06-28 09:05:11,30289.61,30250.81
2023-06-28 09:05:19,30288.01,30240.01
2023-06-28 09:05:28,30291.02,30239.84
2023-06-28 09:05:36,30290.81,30239.84
2023-06-28 09:05:44,30286.82,30239.84
2023-06-28 09:05:52,30290.91,30230.0
2023-06-28 09:06:00,30289.2,30236.0
2023-06-28 09:06:08,30290.95,30236.0
2023-06-28 09:06:16,30290.06,30236.0
2023-06-28 09:06:24,30291.85,30237.43
2023-06-28 09:06:32,30292.21,30237.43
2023-06-28 09:06:40,30291.38,30237.43
2023-06-28 09:06:48,30291.12,30237.43
2023-06-28 09:06:56,30292.62,30237.43
2023-06-28 09:07:04,30294.78,30237.43
2023-06-28 09:07:13,30293.77,30237.43
2023-06-28 09:07:20,30292.62,30237.43
2023-06-28 09:07:29,30290.73,30237.43
2023-06-28 09:07:36,30291.34,30237.43
2023-06-28 09:07:45,30289.58,30237.43
2023-06-28 09:07:53,30291.44,30237.43
2023-06-28 09:08:01,30291.74,30237.43
2023-06-28 09:08:09,30291.34,30237.43
2023-06-28 09:08:17,30292.08,30237.27
2023-06-28 09:08:25,30293.48,30237.27
2023-06-28 09:08:33,30291.51,30237.27
2023-06-28 09:08:40,30290.91,30237.27
2023-06-28 09:08:49,30293.92,30237.27
2023-06-28 09:08:57,30295.54,30237.27
2023-06-28 09:09:05,30297.26,30237.27
2023-06-28 09:09:13,30296.13,30237.27
2023-06-28 09:09:21,30298.84,30237.27
2023-06-28 09:09:29,30298.86,30239.81
2023-06-28 09:09:36,30298.64,30239.81
2023-06-28 09:09:44,30299.47,30239.81
2023-06-28 09:09:52,30299.0,30239.81
2023-06-28 09:10:00,30300.25,30239.81
2023-06-28 09:10:09,30297.31,30239.81
2023-06-28 09:10:17,30297.44,30239.81
2023-06-28 09:10:25,30300.75,30239.81
2023-06-28 09:10:33,30302.93,30239.81
2023-06-28 09:10:41,30302.89,30244.9
2023-06-28 09:10:48,30302.87,30244.9
2023-06-28 09:10:56,30305.27,30244.9
2023-06-28 09:11:04,30306.03,30245.69
2023-06-28 09:11:12,30306.52,30245.69
2023-06-28 09:11:20,30306.98,30245.69
2023-06-28 09:11:28,30305.2,30246.3
2023-06-28 09:11:36,30302.1,30246.3
2023-06-28 09:11:44,30298.96,30244.9
2023-06-28 09:11:52,30304.94,30244.9
2023-06-28 09:12:00,30307.14,30246.0
2023-06-28 09:12:08,30306.05,30248.42
2023-06-28 09:12:16,30304.77,30248.42
2023-06-28 09:12:23,30307.46,30248.42
2023-06-28 09:12:31,30308.76,30248.42
2023-06-28 09:12:39,30312.78,30252.89
2023-06-28 09:12:47,30316.45,30252.89
2023-06-28 09:12:55,30304.71,30250.31
2023-06-28 09:13:03,30301.23,30248.01
2023-06-28 09:13:11,30299.5,30248.01
2023-06-28 09:13:19,30301.24,30246.01
2023-06-28 09:13:27,30302.58,30246.01
2023-06-28 09:13:35,30302.66,30246.01
2023-06-28 09:13:42,30304.25,30246.01
2023-06-28 09:13:50,30302.56,30246.01
2023-06-28 09:13:58,30304.31,30246.01
2023-06-28 09:14:06,30305.15,30251.82
2023-06-28 09:14:14,30306.65,30251.82
2023-06-28 09:14:22,30306.53,30251.82
2023-06-28 09:14:30,30308.11,30251.82
2023-06-28 09:14:38,30299.43,30251.82
2023-06-28 09:14:46,30304.48,30248.18
2023-06-28 09:14:53,30306.2,30248.18
2023-06-28 09:15:01,30306.38,30248.18
2023-06-28 09:15:09,30303.86,30248.18
2023-06-28 09:15:17,30303.91,30248.18
2023-06-28 09:15:25,30305.53,30248.18
2023-06-28 09:15:33,30307.26,30248.18
2023-06-28 09:15:41,30310.27,30248.18
2023-06-28 09:15:48,30319.48,30252.73
2023-06-28 09:15:56,30318.74,30261.42
2023-06-28 09:16:04,30321.82,30261.35
2023-06-28 09:16:12,30318.36,30263.59
2023-06-28 09:16:20,30318.41,30263.59
2023-06-28 09:16:28,30319.38,30263.59
2023-06-28 09:16:35,30321.59,30263.59
2023-06-28 09:16:43,30325.13,30263.59
2023-06-28 09:16:51,30323.63,30267.24
2023-06-28 09:16:59,30317.07,30267.24
2023-06-28 09:17:07,30318.67,30264.17
2023-06-28 09:17:15,30316.91,30264.17
2023-06-28 09:17:22,30320.79,30264.17
2023-06-28 09:17:30,30320.92,30264.17
2023-06-28 09:17:38,30320.41,30264.17
2023-06-28 09:17:46,30323.17,30264.17
2023-06-28 09:17:53,30322.89,30264.17
2023-06-28 09:18:01,30325.98,30264.17
2023-06-28 09:18:09,30331.12,30268.1
2023-06-28 09:18:19,30328.32,30273.5
2023-06-28 09:18:26,30332.26,30273.5
2023-06-28 09:18:34,30333.37,30273.5
2023-06-28 09:18:42,30335.57,30273.92
2023-06-28 09:18:50,30327.03,30273.93
2023-06-28 09:18:58,30325.31,30268.73
2023-06-28 09:19:06,30328.75,30268.73
2023-06-28 09:19:14,30327.87,30268.73
2023-06-28 09:19:22,30329.53,30271.33
2023-06-28 09:19:30,30331.7,30271.33
2023-06-28 09:19:37,30329.13,30272.97
2023-06-28 09:19:45,30330.91,30272.97
2023-06-28 09:19:53,30329.63,30272.97
2023-06-28 09:20:01,30330.1,30272.97
2023-06-28 09:20:09,30325.82,30272.97
2023-06-28 09:20:17,30324.48,30272.97
2023-06-28 09:20:25,30320.57,30271.3
2023-06-28 09:20:32,30319.72,30267.55
2023-06-28 09:20:40,30324.88,30264.17
2023-06-28 09:20:48,30326.18,30265.99
2023-06-28 09:20:56,30328.86,30265.99
2023-06-28 09:21:04,30327.81,30272.0
2023-06-28 09:21:11,30327.57,30272.0
2023-06-28 09:21:19,30325.75,30272.0
2023-06-28 09:21:27,30328.33,30270.94
2023-06-28 09:21:35,30326.75,30270.94
2023-06-28 09:21:43,30328.15,30270.94
2023-06-28 09:21:51,30331.97,30270.94
2023-06-28 09:21:59,30332.41,30272.8
2023-06-28 09:22:07,30332.29,30272.8
2023-06-28 09:22:14,30333.43,30272.97
2023-06-28 09:22:22,30336.94,30272.97
2023-06-28 09:22:30,30344.97,30280.79
2023-06-28 09:22:38,30336.98,30284.95
2023-06-28 09:22:45,30337.98,30284.01
2023-06-28 09:22:53,30340.37,30284.01
2023-06-28 09:23:01,30333.53,30284.43
2023-06-28 09:23:09,30329.39,30277.16
2023-06-28 09:23:17,30333.33,30277.16
2023-06-28 09:23:24,30331.74,30277.16
2023-06-28 09:23:32,30332.13,30277.16
2023-06-28 09:23:40,30336.39,30277.16
2023-06-28 09:23:48,30337.5,30280.88
2023-06-28 09:23:55,30339.86,30283.21
2023-06-28 09:24:03,30339.16,30283.21
2023-06-28 09:24:11,30336.92,30280.01
2023-06-28 09:24:19,30339.67,30283.02
2023-06-28 09:24:27,30338.21,30283.02
2023-06-28 09:24:35,30337.79,30283.02
2023-06-28 09:24:42,30339.08,30283.41
2023-06-28 09:24:50,30338.65,30283.41
2023-06-28 09:24:58,30339.29,30283.41
2023-06-28 09:25:06,30337.07,30283.41
2023-06-28 09:25:13,30335.18,30281.01
2023-06-28 09:25:22,30332.18,30281.01
2023-06-28 09:25:30,30333.99,30281.01
2023-06-28 09:25:38,30335.04,30281.01
2023-06-28 09:25:46,30337.97,30281.01
2023-06-28 09:25:54,30334.75,30288.48
2023-06-28 09:26:02,30344.55,30288.43
2023-06-28 09:26:10,30344.23,30289.89
2023-06-28 09:26:18,30370.9,30289.89
