timestamp,Bybit_ETHUSDC_bid,Bybit_ETHUSDC_ask,Deribit_ETHPERPETUAL_bid,Deribit_ETHPERPETUAL_ask,Bitget_ETHUSDTUMCBL_bid,Bitget_ETHUSDTUMCBL_ask
2023-08-01 14:50:59,1834.6,1834.71,1835.9,1835.95,1834.26,1834.27
2023-08-01 14:51:10,1835.02,1835.19,1835.9,1835.95,1834.3,1834.31
2023-08-01 14:51:21,1834.97,1835.1,1836.25,1836.3,1834.73,1834.74
2023-08-01 14:51:32,1835.08,1835.2,1836.25,1836.3,1834.72,1834.73
2023-08-01 14:51:43,1834.66,1834.79,1836.25,1836.3,1834.62,1834.63
2023-08-01 14:51:53,1834.67,1834.77,1836.25,1836.3,1834.28,1834.29
2023-08-01 14:52:04,1834.33,1834.42,1835.75,1835.8,1834.27,1834.28
2023-08-01 14:52:14,1834.73,1834.85,1835.75,1835.8,1834.3,1834.31
2023-08-01 14:52:26,1834.49,1834.56,1835.75,1835.8,1834.3,1834.31
2023-08-01 14:52:37,1834.9,1835.01,1835.75,1835.8,1834.42,1834.43
2023-08-01 14:52:48,1834.51,1834.6,1835.75,1835.8,1834.33,1834.34
2023-08-01 14:52:58,1834.65,1834.71,1835.75,1835.8,1834.33,1834.34
2023-08-01 14:53:10,1834.68,1834.77,1835.75,1835.8,1834.33,1834.34
2023-08-01 14:53:20,1834.5,1834.58,1835.75,1835.8,1834.21,1834.22
2023-08-01 14:53:31,1834.69,1834.79,1835.75,1835.8,1834.33,1834.34
2023-08-01 14:53:41,1834.8,1834.95,1835.95,1836.0,1834.52,1834.53
2023-08-01 14:53:52,1834.76,1834.82,1835.95,1836.0,1834.43,1834.44
2023-08-01 14:54:03,1834.48,1834.58,1835.95,1836.0,1834.43,1834.44
2023-08-01 14:56:58,1834.09,1834.26,1835.3,1835.35,1833.71,1833.72
2023-08-01 14:57:09,1834.11,1834.25,1835.3,1835.35,1833.7,1833.71
2023-08-01 14:57:20,1834.0,1834.13,1835.3,1835.35,1833.7,1833.71
2023-08-01 14:57:30,1833.93,1834.02,1835.3,1835.35,1833.7,1833.71
2023-08-01 14:57:41,1833.62,1833.72,1834.95,1835.0,1833.29,1833.3
2023-08-01 14:57:52,1833.16,1833.26,1834.35,1834.4,1832.87,1832.88
2023-08-01 14:58:03,1833.15,1833.25,1834.35,1834.4,1832.88,1832.89
2023-08-01 14:58:13,1833.43,1833.59,1834.35,1834.4,1832.96,1832.97
2023-08-01 14:59:31,1833.11,1833.2,1834.4,1834.45,1832.74,1832.75
2023-08-01 14:59:42,1832.85,1833.0,1834.4,1834.45,1832.73,1832.74
2023-08-01 14:59:53,1832.88,1833.02,1834.4,1834.45,1832.73,1832.74
2023-08-01 15:00:04,1832.33,1832.53,1833.55,1833.6,1832.0,1832.02
2023-08-01 15:06:52,1832.81,1832.94,1833.9,1833.95,1832.53,1832.54
2023-08-01 15:07:03,1832.46,1832.58,1833.8,1833.85,1832.11,1832.12
2023-08-01 15:10:28,1832.55,1832.64,1833.55,1833.6,1832.18,1832.19
2023-08-01 15:10:39,1832.52,1832.63,1833.55,1833.6,1832.17,1832.18
2023-08-01 15:10:50,1832.65,1832.72,1833.55,1833.6,1832.17,1832.18
2023-08-01 15:11:00,1832.79,1832.88,1833.55,1833.6,1832.23,1832.24
2023-08-01 15:16:34,1831.88,1831.99,1832.95,1833.0,1831.62,1831.63
2023-08-01 15:16:45,1831.86,1831.91,1833.25,1833.3,1831.86,1831.87
2023-08-01 15:16:57,1832.12,1832.18,1833.25,1833.3,1831.76,1831.77
2023-08-01 15:17:08,1832.34,1832.44,1833.25,1833.3,1831.83,1831.84
2023-08-01 15:17:19,1832.22,1832.33,1833.25,1833.3,1831.78,1831.79
2023-08-01 15:17:30,1832.31,1832.46,1833.25,1833.3,1831.82,1831.83
2023-08-01 15:17:40,1832.63,1832.73,1833.45,1833.5,1832.19,1832.2
2023-08-01 15:17:51,1832.27,1832.32,1833.45,1833.5,1831.87,1831.88
2023-08-01 15:18:02,1832.33,1832.43,1833.45,1833.5,1831.87,1831.88
2023-08-01 15:18:13,1832.28,1832.39,1833.45,1833.5,1831.87,1831.88
2023-08-01 15:18:24,1832.65,1832.77,1833.45,1833.5,1832.27,1832.28
2023-08-01 15:18:35,1832.3,1832.38,1833.45,1833.5,1832.13,1832.14
2023-08-01 15:18:46,1831.94,1832.0,1833.1,1833.15,1831.77,1831.78
2023-08-01 15:21:32,1832.47,1832.6,1833.3,1833.35,1832.01,1832.02
2023-08-01 15:21:42,1832.66,1832.77,1833.6,1833.65,1832.1,1832.11
2023-08-01 15:21:53,1832.91,1833.01,1833.95,1834.0,1832.6,1832.61
2023-08-01 15:22:04,1833.03,1833.12,1833.95,1834.0,1832.6,1832.61
2023-08-01 15:22:15,1833.27,1833.46,1834.45,1834.5,1832.82,1832.84
2023-08-01 15:22:26,1833.48,1833.63,1834.75,1834.8,1833.05,1833.07
2023-08-01 15:22:36,1833.82,1833.93,1834.75,1834.8,1833.36,1833.37
2023-08-01 15:22:47,1834.4,1834.51,1835.65,1835.7,1834.08,1834.09
2023-08-01 15:22:57,1834.04,1834.17,1835.1,1835.15,1834.03,1834.04
2023-08-01 15:23:08,1834.11,1834.23,1835.1,1835.15,1833.85,1833.86
2023-08-01 15:23:19,1833.87,1833.91,1835.1,1835.15,1833.84,1833.85
2023-08-01 15:23:30,1834.26,1834.34,1835.35,1835.4,1833.81,1833.82
2023-08-01 15:23:41,1834.36,1834.48,1835.35,1835.4,1834.05,1834.06
2023-08-01 15:23:51,1834.23,1834.34,1835.35,1835.4,1834.03,1834.04
2023-08-01 15:24:02,1834.23,1834.33,1835.35,1835.4,1834.03,1834.04
2023-08-01 15:24:13,1833.89,1833.97,1835.1,1835.15,1833.53,1833.54
2023-08-01 15:24:24,1833.96,1834.05,1835.05,1835.1,1833.52,1833.54
2023-08-01 15:24:34,1833.71,1833.79,1834.75,1834.8,1833.28,1833.29
2023-08-01 15:24:46,1833.76,1833.87,1834.75,1834.8,1833.28,1833.29
2023-08-01 15:24:57,1834.02,1834.11,1834.9,1834.95,1833.54,1833.55
2023-08-01 15:25:07,1833.76,1833.88,1834.9,1834.95,1833.55,1833.56
2023-08-01 15:25:18,1834.57,1834.72,1835.55,1835.6,1834.21,1834.22
2023-08-01 15:25:29,1834.86,1834.99,1835.75,1835.8,1834.52,1834.53
2023-08-01 15:56:18,1828.85,1828.97,1830.0,1830.05,1828.91,1828.92
2023-08-01 15:56:29,1828.49,1828.64,1829.75,1829.8,1828.55,1828.56
2023-08-01 15:56:39,1827.71,1827.79,1828.75,1828.8,1827.79,1827.8
2023-08-01 15:56:50,1827.83,1827.93,1828.95,1829.0,1827.76,1827.77
2023-08-01 15:57:00,1827.45,1827.61,1828.65,1828.7,1827.45,1827.46
2023-08-01 15:57:11,1827.75,1827.84,1828.85,1828.9,1827.73,1827.74
2023-08-01 15:57:23,1827.61,1827.72,1828.85,1828.9,1827.73,1827.74
2023-08-01 15:58:54,1826.61,1826.74,1828.2,1828.25,1826.66,1826.67
2023-08-01 15:59:05,1826.62,1826.79,1828.0,1828.05,1826.65,1826.66
2023-08-01 15:59:17,1826.14,1826.26,1827.35,1827.4,1826.01,1826.03
2023-08-01 15:59:28,1827.14,1827.26,1828.15,1828.2,1826.89,1826.9
2023-08-01 15:59:39,1827.2,1827.36,1828.15,1828.2,1826.9,1826.91
2023-08-01 15:59:49,1827.21,1827.28,1828.4,1828.45,1826.99,1827.0
2023-08-01 16:05:27,1825.25,1825.29,1826.1,1826.15,1825.14,1825.15
2023-08-01 16:05:38,1825.5,1825.6,1826.35,1826.4,1825.38,1825.39
2023-08-01 16:05:49,1826.06,1826.17,1826.9,1826.95,1825.91,1825.92
2023-08-01 16:06:00,1826.06,1826.19,1827.0,1827.05,1825.99,1826.0
2023-08-01 16:06:11,1826.15,1826.28,1827.0,1827.05,1826.38,1826.4
2023-08-01 16:06:21,1827.01,1827.17,1827.9,1827.95,1827.02,1827.06
2023-08-01 16:06:32,1827.45,1827.62,1828.5,1828.55,1827.49,1827.5
2023-08-01 16:06:43,1827.64,1827.71,1828.9,1828.95,1828.0,1828.01
2023-08-01 16:06:54,1827.27,1827.41,1828.85,1828.9,1828.0,1828.01
2023-08-01 16:07:04,1827.25,1827.37,1828.85,1828.9,1827.73,1827.74
2023-08-01 16:07:15,1826.74,1826.83,1828.3,1828.35,1827.35,1827.36
2023-08-01 16:07:26,1826.4,1826.59,1828.0,1828.05,1826.93,1826.94
2023-08-01 16:07:38,1826.77,1826.96,1828.0,1828.05,1827.02,1827.03
2023-08-01 16:07:48,1826.55,1826.67,1828.0,1828.05,1827.02,1827.03
2023-08-01 16:07:59,1826.89,1826.94,1828.25,1828.3,1827.3,1827.31
2023-08-01 16:08:10,1827.03,1827.15,1828.25,1828.3,1827.31,1827.32
2023-08-01 16:08:21,1826.79,1826.95,1828.1,1828.15,1827.3,1827.31
2023-08-01 16:08:32,1827.36,1827.5,1828.55,1828.6,1827.64,1827.65
2023-08-01 16:08:43,1827.33,1827.45,1828.9,1828.95,1827.79,1827.8
2023-08-01 16:08:54,1827.61,1827.63,1828.9,1828.95,1827.8,1827.82
2023-08-01 16:09:05,1827.49,1827.59,1828.9,1828.95,1827.82,1827.83
2023-08-01 16:09:16,1827.41,1827.5,1828.9,1828.95,1827.84,1827.85
2023-08-01 16:09:27,1827.67,1827.79,1828.9,1828.95,1827.99,1828.0
2023-08-01 16:09:38,1827.7,1827.84,1828.9,1828.95,1827.95,1828.0
2023-08-01 16:09:49,1827.72,1827.8,1828.9,1828.95,1827.99,1828.0
2023-08-01 16:09:59,1827.84,1827.93,1828.9,1828.95,1828.03,1828.04
2023-08-01 16:10:10,1827.97,1828.11,1828.9,1828.95,1828.28,1828.29
2023-08-01 16:10:21,1828.01,1828.1,1829.15,1829.2,1828.37,1828.38
2023-08-01 16:10:32,1828.06,1828.17,1829.15,1829.2,1828.37,1828.38
2023-08-01 16:10:44,1828.17,1828.29,1829.15,1829.2,1828.37,1828.38
2023-08-01 16:10:54,1828.01,1828.17,1829.15,1829.2,1828.37,1828.38
2023-08-01 16:11:05,1828.26,1828.38,1829.15,1829.2,1828.37,1828.38
2023-08-01 16:11:16,1828.25,1828.37,1829.2,1829.25,1828.48,1828.5
2023-08-01 16:11:27,1828.15,1828.26,1829.2,1829.25,1828.61,1828.62
2023-08-01 16:11:37,1828.3,1828.39,1829.25,1829.3,1828.61,1828.63
2023-08-01 16:11:48,1828.49,1828.59,1829.6,1829.65,1828.69,1828.7
2023-08-01 16:11:58,1828.48,1828.59,1829.6,1829.65,1828.83,1828.84
2023-08-01 16:12:09,1828.75,1828.86,1829.6,1829.65,1828.88,1828.89
2023-08-01 16:12:20,1828.68,1828.78,1829.75,1829.8,1829.06,1829.07
2023-08-01 16:12:31,1828.49,1828.64,1829.75,1829.8,1829.06,1829.07
2023-08-01 16:12:42,1828.54,1828.68,1829.75,1829.8,1829.06,1829.07
2023-08-01 16:12:53,1828.22,1828.32,1829.85,1829.9,1829.06,1829.07
2023-08-01 16:13:03,1828.36,1828.42,1829.85,1829.9,1828.68,1828.69
2023-08-01 16:13:14,1828.4,1828.49,1829.85,1829.9,1828.68,1828.69
2023-08-01 16:13:24,1828.27,1828.39,1829.85,1829.9,1828.68,1828.69
2023-08-01 16:13:36,1828.15,1828.3,1829.85,1829.9,1828.67,1828.68
2023-08-01 16:13:47,1828.11,1828.21,1829.7,1829.75,1828.67,1828.68
2023-08-01 16:13:58,1827.74,1827.85,1829.0,1829.05,1828.06,1828.07
2023-08-01 16:14:09,1827.54,1827.66,1828.8,1828.85,1827.94,1827.95
2023-08-01 16:14:20,1827.4,1827.55,1828.8,1828.85,1827.88,1827.89
2023-08-01 16:14:31,1827.16,1827.26,1828.4,1828.45,1827.5,1827.51
2023-08-01 16:14:42,1827.04,1827.17,1828.4,1828.45,1827.42,1827.43
2023-08-01 16:14:54,1827.01,1827.12,1828.2,1828.25,1827.42,1827.43
2023-08-01 16:15:05,1826.8,1826.93,1828.1,1828.15,1827.0,1827.01
2023-08-01 16:15:16,1827.01,1827.11,1828.35,1828.4,1827.18,1827.19
2023-08-01 16:15:27,1826.82,1826.89,1828.35,1828.4,1827.0,1827.01
2023-08-01 16:15:39,1826.83,1826.92,1828.35,1828.4,1827.0,1827.01
2023-08-01 16:15:50,1826.81,1826.91,1828.35,1828.4,1827.0,1827.01
2023-08-01 16:16:01,1827.2,1827.26,1828.45,1828.5,1827.41,1827.42
2023-08-01 16:16:12,1826.61,1826.78,1828.15,1828.2,1827.21,1827.23
2023-08-01 16:16:24,1826.75,1826.9,1828.35,1828.4,1827.03,1827.04
2023-08-01 16:16:34,1826.44,1826.57,1828.1,1828.15,1826.95,1826.96
2023-08-01 16:16:45,1826.06,1826.16,1827.6,1827.65,1826.3,1826.31
2023-08-01 16:16:56,1825.73,1825.85,1827.15,1827.2,1825.87,1825.88
2023-08-01 16:17:07,1825.88,1826.01,1827.35,1827.4,1826.03,1826.04
2023-08-01 16:17:18,1825.74,1825.89,1827.4,1827.45,1826.03,1826.04
2023-08-01 16:17:29,1825.88,1826.0,1827.15,1827.2,1826.03,1826.04
2023-08-01 16:17:41,1825.9,1826.04,1827.15,1827.2,1826.03,1826.04
2023-08-01 16:17:51,1826.26,1826.35,1827.4,1827.45,1826.28,1826.29
2023-08-01 16:18:02,1826.01,1826.16,1827.4,1827.45,1826.41,1826.43
2023-08-01 16:18:13,1826.11,1826.19,1827.9,1827.95,1826.16,1826.17
2023-08-01 16:18:23,1826.34,1826.45,1827.95,1828.0,1826.35,1826.37
2023-08-01 16:18:35,1826.33,1826.44,1828.15,1828.2,1826.54,1826.55
2023-08-01 16:18:45,1825.87,1825.96,1827.6,1827.65,1826.13,1826.14
2023-08-01 16:18:56,1825.89,1826.0,1827.7,1827.75,1826.13,1826.14
2023-08-01 16:19:07,1826.0,1826.09,1827.4,1827.45,1826.08,1826.09
2023-08-01 16:19:18,1826.86,1827.03,1828.25,1828.3,1826.95,1826.96
2023-08-01 16:19:29,1826.64,1826.79,1828.05,1828.1,1826.73,1826.74
2023-08-01 16:19:39,1826.76,1826.84,1828.0,1828.05,1826.73,1826.74
2023-08-01 16:19:50,1827.02,1827.14,1828.6,1828.65,1827.22,1827.23
2023-08-01 16:20:00,1827.06,1827.17,1828.5,1828.55,1827.21,1827.22
2023-08-01 16:20:11,1827.3,1827.44,1828.5,1828.55,1827.35,1827.37
2023-08-01 16:20:22,1827.44,1827.55,1828.65,1828.7,1827.4,1827.41
2023-08-01 16:20:33,1827.36,1827.42,1828.65,1828.7,1827.49,1827.5
2023-08-01 16:20:43,1827.69,1827.74,1829.2,1829.25,1827.49,1827.5
2023-08-01 16:20:55,1827.87,1827.96,1829.3,1829.35,1828.03,1828.04
2023-08-01 16:21:06,1828.05,1828.16,1829.4,1829.45,1828.03,1828.05
2023-08-01 16:21:17,1828.16,1828.3,1829.55,1829.6,1828.08,1828.09
2023-08-01 16:21:28,1828.4,1828.55,1829.7,1829.75,1828.24,1828.25
2023-08-01 16:21:39,1828.69,1828.81,1829.85,1829.9,1828.68,1828.69
2023-08-01 16:21:49,1828.69,1828.85,1830.35,1830.4,1828.8,1828.81
2023-08-01 16:22:00,1828.89,1828.98,1830.45,1830.5,1828.9,1828.91
2023-08-01 16:22:10,1829.09,1829.24,1830.45,1830.5,1828.99,1829.0
2023-08-01 16:22:21,1829.06,1829.16,1830.4,1830.45,1828.99,1829.0
2023-08-01 16:22:32,1828.65,1828.75,1830.4,1830.45,1828.93,1828.94
2023-08-01 16:22:43,1828.66,1828.78,1830.4,1830.45,1828.93,1829.0
2023-08-01 16:22:54,1828.58,1828.7,1830.05,1830.1,1828.93,1828.94
2023-08-01 16:23:05,1828.57,1828.69,1830.05,1830.1,1828.93,1828.94
2023-08-01 16:23:16,1828.41,1828.5,1829.8,1829.85,1828.61,1828.62
2023-08-01 16:23:26,1828.08,1828.23,1829.85,1829.9,1828.61,1828.62
2023-08-01 16:23:37,1827.86,1827.99,1829.55,1829.6,1827.92,1827.93
2023-08-01 16:23:48,1827.84,1827.99,1829.3,1829.35,1827.92,1827.93
2023-08-01 16:23:58,1828.34,1828.46,1829.65,1829.7,1828.33,1828.34
2023-08-01 16:24:10,1828.29,1828.4,1829.65,1829.7,1828.5,1828.51
2023-08-01 16:24:20,1828.48,1828.58,1829.85,1829.9,1828.78,1828.79
2023-08-01 16:24:32,1828.58,1828.75,1829.85,1829.9,1828.78,1828.79
2023-08-01 16:24:42,1828.17,1828.3,1829.85,1829.9,1828.57,1828.58
2023-08-01 16:24:53,1828.21,1828.33,1829.85,1829.9,1828.48,1828.49
2023-08-01 16:25:04,1828.04,1828.15,1829.85,1829.9,1828.48,1828.49
2023-08-01 16:25:15,1828.17,1828.3,1829.65,1829.7,1828.34,1828.35
2023-08-01 16:25:26,1828.03,1828.1,1829.65,1829.7,1828.16,1828.17
2023-08-01 16:25:37,1827.64,1827.74,1829.15,1829.2,1827.77,1827.78
2023-08-01 16:25:48,1827.37,1827.46,1828.9,1828.95,1827.67,1827.68
2023-08-01 16:25:59,1827.75,1827.84,1829.1,1829.15,1827.74,1827.75
2023-08-01 16:26:10,1827.78,1827.88,1829.1,1829.15,1827.68,1827.7
2023-08-01 16:26:20,1827.24,1827.39,1829.1,1829.15,1827.5,1827.51
2023-08-01 16:26:31,1827.25,1827.35,1829.15,1829.2,1827.5,1827.51
2023-08-01 16:26:42,1827.45,1827.54,1829.1,1829.15,1827.47,1827.48
2023-08-01 16:26:52,1827.6,1827.61,1829.5,1829.55,1827.64,1827.65
2023-08-01 16:27:03,1827.24,1827.36,1829.25,1829.3,1827.67,1827.68
2023-08-01 16:27:13,1827.09,1827.25,1829.05,1829.1,1827.66,1827.67
2023-08-01 16:27:24,1827.15,1827.2,1828.8,1828.85,1827.59,1827.6
2023-08-01 16:27:35,1826.84,1826.95,1828.8,1828.85,1827.45,1827.46
2023-08-01 16:27:45,1826.62,1826.78,1828.4,1828.45,1827.39,1827.4
2023-08-01 16:27:57,1826.64,1826.77,1828.4,1828.45,1827.23,1827.24
2023-08-01 16:28:08,1826.69,1826.82,1828.4,1828.45,1827.23,1827.24
2023-08-01 16:28:19,1826.81,1826.9,1828.4,1828.45,1827.23,1827.24
2023-08-01 16:28:30,1826.69,1826.89,1828.05,1828.1,1827.0,1827.01
2023-08-01 16:28:42,1826.49,1826.55,1828.05,1828.1,1827.0,1827.01
2023-08-01 16:28:53,1826.06,1826.21,1827.75,1827.8,1826.85,1826.86
2023-08-01 16:29:04,1825.99,1826.15,1827.5,1827.55,1826.62,1826.63
2023-08-01 16:29:15,1826.14,1826.24,1827.5,1827.55,1826.32,1826.33
2023-08-01 16:29:26,1826.44,1826.59,1827.75,1827.8,1826.62,1826.63
2023-08-01 16:29:37,1826.17,1826.26,1827.75,1827.8,1826.61,1826.62
2023-08-01 16:29:49,1826.15,1826.19,1827.55,1827.6,1826.61,1826.62
2023-08-01 16:30:01,1826.31,1826.42,1827.6,1827.65,1826.61,1826.63
2023-08-01 16:30:12,1825.62,1825.73,1827.55,1827.6,1826.28,1826.29
2023-08-01 16:30:23,1823.11,1823.37,1824.35,1824.4,1823.17,1823.39
2023-08-01 16:30:34,1814.31,1814.4,1815.55,1815.7,1815.02,1815.1
2023-08-01 16:30:45,1815.75,1816.1,1817.8,1817.85,1815.24,1815.25
2023-08-01 16:30:56,1817.23,1817.39,1818.65,1818.7,1817.33,1817.35
2023-08-01 16:31:07,1819.64,1819.97,1821.05,1821.1,1819.66,1819.67
2023-08-01 16:31:18,1822.08,1822.31,1823.55,1823.6,1821.93,1821.94
2023-08-01 16:31:28,1823.24,1823.57,1824.5,1824.55,1823.2,1823.21
2023-08-01 16:31:39,1821.52,1821.68,1822.95,1823.0,1822.15,1822.16
2023-08-01 16:31:51,1823.35,1823.44,1824.55,1824.6,1823.39,1823.4
2023-08-01 16:32:01,1822.27,1822.6,1823.4,1823.45,1822.33,1822.34
2023-08-01 16:32:13,1824.51,1824.66,1825.9,1825.95,1824.73,1824.74
2023-08-01 16:32:23,1826.07,1826.37,1827.7,1827.8,1826.17,1826.19
2023-08-01 16:32:34,1825.83,1826.31,1827.45,1827.5,1826.34,1826.35
2023-08-01 16:32:45,1824.96,1825.13,1826.6,1826.65,1825.59,1825.6
2023-08-01 16:32:56,1824.67,1824.87,1826.4,1826.45,1825.24,1825.25
2023-08-01 16:33:08,1824.24,1824.79,1826.0,1826.05,1825.0,1825.01
2023-08-01 16:33:18,1826.2,1826.35,1827.9,1827.95,1826.79,1826.81
2023-08-01 16:33:29,1827.37,1827.6,1829.0,1829.05,1827.9,1827.92
2023-08-01 16:33:40,1828.22,1828.69,1829.95,1830.0,1828.66,1828.67
2023-08-01 16:33:52,1827.42,1827.6,1829.4,1829.45,1827.92,1828.0
2023-08-01 16:34:03,1827.28,1827.46,1828.8,1828.85,1827.7,1827.71
2023-08-01 16:34:13,1827.78,1827.91,1829.45,1829.5,1828.43,1828.44
2023-08-01 16:34:24,1827.14,1827.28,1828.85,1828.9,1827.81,1827.82
2023-08-01 16:34:35,1828.47,1828.6,1829.75,1829.8,1828.49,1828.5
2023-08-01 16:34:46,1828.45,1828.68,1829.95,1830.0,1828.94,1828.95
2023-08-01 16:34:57,1829.66,1829.84,1830.85,1830.9,1829.84,1829.86
2023-08-01 16:35:08,1829.74,1829.88,1831.25,1831.3,1830.16,1830.18
2023-08-01 16:35:20,1830.15,1830.24,1831.45,1831.5,1830.35,1830.37
2023-08-01 16:35:30,1829.24,1829.39,1830.4,1830.45,1829.19,1829.2
2023-08-01 16:35:42,1828.85,1829.11,1830.05,1830.1,1828.57,1828.58
2023-08-01 16:35:52,1830.37,1830.5,1831.4,1831.45,1829.99,1830.0
2023-08-01 16:36:03,1829.94,1830.11,1831.3,1831.35,1830.18,1830.19
2023-08-01 16:36:14,1829.58,1829.75,1830.8,1830.85,1829.46,1829.47
2023-08-01 16:36:25,1829.25,1829.38,1831.15,1831.2,1829.52,1829.53
2023-08-01 16:36:35,1829.68,1829.79,1830.9,1830.95,1829.33,1829.35
2023-08-01 16:36:46,1829.36,1829.51,1830.9,1830.95,1829.35,1829.36
2023-08-01 16:36:57,1830.01,1830.17,1831.4,1831.45,1829.89,1829.9
2023-08-01 16:37:07,1830.56,1830.74,1831.75,1831.8,1830.44,1830.45
2023-08-01 16:37:18,1832.25,1832.59,1834.05,1834.1,1832.49,1832.5
2023-08-01 16:37:29,1830.4,1830.59,1832.15,1832.2,1830.75,1830.77
2023-08-01 16:37:40,1829.82,1829.91,1831.05,1831.1,1830.4,1830.41
2023-08-01 16:37:51,1830.0,1830.17,1831.1,1831.15,1830.04,1830.05
2023-08-01 16:38:01,1828.93,1829.09,1830.1,1830.15,1829.51,1829.52
2023-08-01 16:38:12,1829.04,1829.13,1830.2,1830.25,1829.18,1829.19
2023-08-01 16:38:22,1828.72,1828.88,1830.3,1830.35,1829.06,1829.07
2023-08-01 16:38:33,1828.58,1828.72,1830.2,1830.25,1828.73,1828.74
2023-08-01 16:38:44,1828.53,1828.67,1829.3,1829.35,1828.41,1828.43
2023-08-01 16:38:54,1828.37,1828.49,1829.6,1829.65,1828.5,1828.51
2023-08-01 16:39:06,1828.75,1828.81,1829.65,1829.7,1828.62,1828.63
2023-08-01 16:39:17,1828.78,1828.82,1829.5,1829.55,1828.62,1828.63
2023-08-01 16:39:28,1828.2,1828.25,1829.3,1829.35,1828.2,1828.21
2023-08-01 16:39:38,1828.42,1828.74,1829.8,1829.85,1828.83,1828.84
2023-08-01 16:39:49,1829.01,1829.14,1829.85,1829.9,1828.8,1828.82
2023-08-01 16:39:59,1828.78,1828.91,1829.85,1829.9,1828.81,1828.82
2023-08-01 16:40:10,1829.2,1829.31,1830.25,1830.3,1829.01,1829.02
2023-08-01 16:40:21,1830.35,1830.49,1831.4,1831.45,1830.35,1830.36
2023-08-01 16:40:32,1829.66,1829.81,1831.0,1831.05,1829.84,1829.85
2023-08-01 16:40:42,1829.49,1829.65,1830.7,1830.75,1829.8,1829.81
2023-08-01 16:40:53,1830.2,1830.32,1831.5,1831.55,1830.28,1830.29
2023-08-01 16:41:03,1830.2,1830.37,1831.2,1831.25,1830.0,1830.01
2023-08-01 16:41:14,1831.25,1831.45,1832.45,1832.5,1831.45,1831.46
2023-08-01 16:41:25,1831.29,1831.41,1832.7,1832.75,1831.68,1831.69
2023-08-01 16:41:35,1831.02,1831.17,1832.25,1832.3,1831.11,1831.12
2023-08-01 16:41:46,1831.51,1831.59,1832.85,1832.9,1831.61,1831.63
2023-08-01 16:41:57,1831.13,1831.34,1832.5,1832.55,1831.45,1831.46
2023-08-01 16:42:08,1830.93,1831.15,1832.5,1832.55,1831.19,1831.2
2023-08-01 16:42:18,1829.84,1829.99,1831.6,1831.65,1830.59,1830.6
2023-08-01 16:42:29,1829.67,1829.79,1831.25,1831.3,1830.0,1830.01
2023-08-01 16:42:40,1829.92,1830.02,1831.35,1831.4,1830.1,1830.12
2023-08-01 16:42:50,1829.95,1830.08,1831.45,1831.5,1830.2,1830.21
2023-08-01 16:43:01,1829.14,1829.25,1830.75,1830.8,1829.64,1829.65
2023-08-01 16:43:12,1829.41,1829.53,1830.95,1831.0,1829.77,1829.78
2023-08-01 16:43:23,1829.93,1830.09,1831.45,1831.5,1830.16,1830.17
2023-08-01 16:43:34,1829.51,1829.66,1831.0,1831.05,1829.89,1829.9
2023-08-01 16:43:44,1829.67,1829.85,1831.15,1831.2,1830.11,1830.12
2023-08-01 16:43:55,1830.18,1830.39,1831.5,1831.55,1830.35,1830.36
2023-08-01 16:44:06,1830.42,1830.6,1832.1,1832.15,1830.94,1830.95
2023-08-01 16:44:16,1830.61,1830.73,1832.3,1832.35,1830.91,1830.92
2023-08-01 16:44:27,1830.6,1830.8,1832.3,1832.35,1830.86,1830.87
2023-08-01 16:44:37,1830.37,1830.55,1832.3,1832.35,1830.95,1830.96
