timestamp,best bid,best ask,ratio 5,ratio 10,ratio 15,ratio 20,ratio 25,ratio 30,ratio 35,ratio 40,ratio 45,ratio 50
2023-08-18 20:26:53.177679,26208.01000000,26208.04000000,0.6356236877678391,0.5347372071516646,0.8352657233448486,0.7958490277919166,1.0165010557073242,1.1745343662436127,1.1694246024624,0.9525588325285016,1.016751137335693,1.6044687734704486
2023-08-18 20:26:54.309546,26207.58000000,26208.04000000,0.9690440060698026,0.5756869339244086,1.206007022966692,0.8964635645302897,1.2887004764768004,1.4282625777025613,1.2349853817921077,1.0203955533970104,1.2037489991068016,1.6008373926785155
2023-08-18 20:26:55.444561,26207.58000000,26208.04000000,0.7314917411807148,0.5010311487264645,0.9264087735703457,0.7922835133968469,0.9994079746250145,1.2642246984215895,1.1593166075434038,1.1021543156035447,1.0102751654475797,1.548729288501677
2023-08-18 20:26:56.565573,26207.39000000,26208.03000000,0.20998222748815162,0.4134593936066164,0.8332085900166963,1.0615696208881475,1.220770239995453,1.3695633919219328,1.238558390268656,1.1300251218620156,1.460741741142771,1.5713882387227802
2023-08-18 20:26:57.704586,26207.21000000,26208.03000000,0.4408593455172785,1.1645487446646217,0.9996838738470694,1.2933556541184317,1.3248128701761694,1.3819605619055926,1.2644380904225583,1.1333284737509657,1.5485390183402399,1.581783812890478
2023-08-18 20:26:58.828572,26207.23000000,26207.66000000,0.0758694776420035,0.3119949598707097,0.889873171131822,1.3148925195862493,1.2349831742914614,1.128245095199622,1.2071561116847296,1.1067844939602485,1.4329377547505264,1.4767523516407302
2023-08-18 20:26:59.949574,26207.73000000,26208.93000000,0.2545588426387144,0.2061038656301802,0.2716526908965364,0.6570329723379946,0.6173031863174843,0.6821591548415328,0.8055086492831875,0.8914632207549607,0.7749505006735153,0.7917183119888109
2023-08-18 20:27:01.070573,26208.04000000,26208.93000000,0.4550144574646172,0.2660198678056511,0.4069926058133605,0.7493439391642077,0.80514897941738,0.9569795065329505,0.8978068689111193,0.9619261552887354,0.8530574574488636,0.8688479370015674
2023-08-18 20:27:02.223576,26207.36000000,26208.88000000,1.0122338326384241,0.5698764127831257,0.7815888445945565,0.969732234809475,0.9938341414377758,1.3079300400963536,1.2176025218657511,0.9553273330888093,1.0368252390894095,0.9054430067044178
2023-08-18 20:27:03.374245,26208.51000000,26209.46000000,0.481964489267567,0.30629384696623,0.7085078988780118,0.8207582826799512,0.9529010176524076,0.8093179165117809,0.8278506708634835,1.0987328024140153,0.9693874693282264,1.0034460200894741
2023-08-18 20:27:04.547638,26230.29000000,26233.05000000,0.2764115403514518,1.2415852534562213,1.9568584519320442,4.3002403582191535,3.9173551506932425,4.960055657116636,4.973313289568048,5.045147453699712,5.240766856178379,5.462743290864734
2023-08-18 20:27:05.682643,26234.04000000,26236.97000000,2.658808797909407,4.177532710280373,3.221181324400537,3.1616422963762436,3.804187122622876,4.5158975653893885,3.9688523819227814,2.662187890986237,2.7513255704312223,2.8163545091592304
2023-08-18 20:27:06.830620,26230.04000000,26234.53000000,3.4777760076469653,1.4452128809163605,2.038855189377358,2.305550099108912,3.968353073141764,4.594362604608507,3.6301296006185018,3.9773785561931083,4.186573165631938,5.185340406084482
2023-08-18 20:27:07.999634,26230.72000000,26234.07000000,4.621854780733285,1.7933477750699525,2.251555043165854,2.1093161815677015,3.065700322915465,3.003213632697789,2.664452058887982,3.370842013769126,3.442744645857914,3.347420230821453
2023-08-18 20:27:09.149632,26224.00000000,26226.11000000,0.7411392130493254,2.054137516397027,1.2260392498686115,0.9787021796598333,1.0830710109970971,1.2428104268369007,2.0921753987136675,2.1553046353268366,2.2442975642312724,2.010334209100034
2023-08-18 20:27:10.280333,26224.43000000,26226.91000000,2.3346786833855795,1.411560181835851,1.3254222459480702,1.1798661413258544,1.2130454211032322,1.2670590600837188,1.7610422296948816,2.126218439375028,1.973353006352285,1.9239151859188517
2023-08-18 20:27:11.411327,26225.17000000,26225.95000000,4.2223435225618635,5.838303875847474,1.7635215475464874,1.7373899701203266,1.911523639231017,1.798599593006718,1.720661268989023,2.3604386272342492,2.150825857575185,2.1278283337079933
2023-08-18 20:27:12.549530,26228.31000000,26230.00000000,0.678546276430221,0.47226631893260757,0.676164894786572,0.7250932664668828,0.8317144759701055,0.759931219695957,0.885033155015231,0.8648964029026511,0.8144670290508454,1.1947381343463968
2023-08-18 20:27:13.833315,26225.08000000,26227.30000000,0.18730723175732064,0.5052390966444179,0.5247582931498219,0.8740436481363331,0.9863396444954712,0.9579099485951404,0.9028177021450563,1.2759510264952436,1.2809396634428396,1.2300905507662734
2023-08-18 20:27:14.963314,26224.97000000,26227.53000000,1.651997833208657,0.8259943610481207,1.1639826806942917,0.9684426357942614,1.2017773062455608,1.1596884389413047,1.6151703598310716,1.638560411311054,1.5969957763185976,1.5956283804876183
2023-08-18 20:27:16.103299,26222.00000000,26223.96000000,1.6061049113803185,1.1830223183163764,0.8629826536866257,1.3842576260024928,1.1987616920938804,1.3139051812570932,1.7504551706818712,1.8615929740386872,1.8334758682233958,2.037959635120251
2023-08-18 20:27:17.223342,26228.01000000,26229.44000000,4.323613231552162,1.522175997743619,2.206822705105972,1.8273079013327063,1.5849943346412965,1.8273997872233563,1.5899644331916691,1.306537345102242,1.7307285805157315,1.6192586004770186
2023-08-18 20:27:18.358329,26226.98000000,26228.55000000,2.2026623200217332,1.0527715937889417,1.513227513227513,1.5863991894630192,1.3935086426456709,1.2409823761856966,1.1653960925623559,1.179479216634456,1.1816011355226919,1.6065182250757006
2023-08-18 20:27:19.493290,26226.01000000,26226.52000000,0.20820047025477506,0.8271449919056908,0.9906500779160172,0.9965397923875432,0.9704582566255195,1.2864602629249327,1.2451851713255746,1.5139645688423193,1.6386814792552944,1.5248642491064295
2023-08-18 20:27:20.768309,26222.69000000,26223.99000000,3.895430041656456,1.146765310946704,2.0953246701637256,2.171655133497669,2.231315678666347,2.0810041377589026,1.8585222462461326,2.201075322659389,2.110879547458461,2.6529964057800925
2023-08-18 20:27:21.902333,26222.03000000,26224.33000000,5.103726020659125,1.4256431591256635,1.980153324251409,1.934277919681185,1.7533235765444615,1.7262236750010083,1.7130478546654053,1.8167061220228606,1.910202740626155,2.6718006414235465
2023-08-18 20:27:23.027364,26224.00000000,26224.33000000,3.522536605700589,1.1882055881607425,1.0198782144834178,1.0603422741484285,1.2595380806440988,1.4429423792340605,1.5353784624500075,1.7325195796855715,1.7892754006740816,1.8595309043548098
