timestamp,Binance_BTCTUSD_Ask,Binance_BTCTUSD_Bid,Bybit_BTCUSDC_Ask,Bybit_BTCUSDC_Bid
2023-07-04 22:08:56,30804.98,30803.98,30809.29,30804.73
2023-07-04 22:09:01,30804.89,30803.73,30809.65,30804.76
2023-07-04 22:09:06,30804.81,30803.78,30809.32,30804.87
2023-07-04 22:09:12,30804.34,30803.86,30808.54,30804.73
2023-07-04 22:09:17,30804.98,30803.91,30808.54,30804.73
2023-07-04 22:09:22,30803.91,30803.14,30808.54,30804.73
2023-07-04 22:09:27,30803.98,30803.14,30807.33,30803.46
2023-07-04 22:09:32,30804.16,30803.29,30807.33,30803.46
2023-07-04 22:09:38,30803.97,30803.22,30809.32,30803.48
2023-07-04 22:09:43,30804.02,30803.28,30809.32,30804.42
2023-07-04 22:09:48,30804.0,30803.03,30809.51,30804.5
2023-07-04 22:09:53,30805.95,30804.88,30811.68,30807.78
2023-07-04 22:09:59,30805.3,30804.68,30811.2,30806.81
2023-07-04 22:10:04,30806.0,30804.49,30810.62,30806.81
2023-07-04 22:10:09,30804.72,30804.59,30810.62,30806.81
2023-07-04 22:10:14,30804.48,30804.19,30810.62,30806.81
2023-07-04 22:10:19,30804.36,30803.7,30810.62,30806.81
2023-07-04 22:10:24,30804.75,30804.02,30810.62,30806.81
2023-07-04 22:10:30,30804.61,30804.2,30810.62,30806.81
2023-07-04 22:10:35,30806.98,30806.6,30812.64,30808.25
2023-07-04 22:10:40,30806.88,30806.0,30811.86,30808.16
2023-07-04 22:10:45,30806.18,30804.76,30810.08,30804.76
2023-07-04 22:10:50,30805.17,30804.58,30809.02,30806.17
2023-07-04 22:10:56,30804.14,30803.81,30809.02,30804.07
2023-07-04 22:11:01,30804.64,30804.06,30809.02,30804.09
2023-07-04 22:11:06,30803.82,30802.91,30807.81,30804.36
2023-07-04 22:11:11,30803.99,30802.64,30807.81,30804.36
2023-07-04 22:11:16,30802.8,30800.95,30807.81,30803.95
2023-07-04 22:11:22,30802.79,30802.24,30809.61,30805.19
2023-07-04 22:11:27,30803.53,30802.0,30809.45,30803.99
2023-07-04 22:11:32,30802.6,30801.68,30808.62,30803.99
2023-07-04 22:11:37,30809.94,30808.17,30816.2,30811.6
2023-07-04 22:11:42,30809.74,30808.81,30815.51,30811.62
2023-07-04 22:11:47,30809.74,30808.52,30815.51,30811.62
2023-07-04 22:11:53,30808.98,30808.21,30815.51,30811.63
2023-07-04 22:11:58,30809.09,30807.78,30814.72,30811.59
2023-07-04 22:12:03,30806.55,30804.49,30811.27,30806.05
2023-07-04 22:12:08,30806.98,30806.5,30811.27,30806.8
2023-07-04 22:12:13,30807.0,30806.56,30811.27,30806.8
2023-07-04 22:12:19,30806.98,30806.73,30811.27,30807.28
2023-07-04 22:12:24,30806.83,30806.03,30811.27,30807.29
2023-07-04 22:12:29,30806.74,30806.04,30811.27,30807.29
2023-07-04 22:12:34,30805.89,30805.55,30811.27,30807.3
2023-07-04 22:12:40,30807.18,30806.4,30811.13,30807.3
2023-07-04 22:12:45,30805.96,30805.16,30810.86,30807.3
2023-07-04 22:12:50,30806.9,30806.1,30811.27,30807.31
2023-07-04 22:12:55,30806.98,30806.01,30811.27,30807.84
2023-07-04 22:13:00,30806.23,30805.19,30810.86,30806.98
2023-07-04 22:13:06,30806.54,30805.44,30809.29,30807.01
2023-07-04 22:13:11,30807.04,30806.19,30811.62,30807.56
2023-07-04 22:13:16,30802.7,30800.3,30806.22,30802.36
2023-07-04 22:13:21,30799.37,30796.98,30803.12,30799.18
2023-07-04 22:13:26,30797.6,30796.28,30801.15,30797.71
2023-07-04 22:13:31,30799.28,30799.01,30803.71,30800.32
2023-07-04 22:13:37,30799.19,30798.47,30804.26,30801.11
2023-07-04 22:13:42,30798.77,30798.32,30804.04,30800.39
2023-07-04 22:13:47,30799.94,30798.69,30805.41,30800.4
2023-07-04 22:13:52,30799.37,30798.36,30805.55,30800.4
2023-07-04 22:13:57,30801.99,30800.09,30806.42,30803.15
2023-07-04 22:14:03,30801.32,30800.09,30806.4,30803.15
2023-07-04 22:14:08,30800.73,30800.34,30807.42,30803.15
2023-07-04 22:14:13,30801.06,30800.4,30807.12,30803.15
2023-07-04 22:14:18,30800.73,30799.89,30807.15,30803.15
2023-07-04 22:14:23,30801.18,30800.0,30807.11,30804.05
2023-07-04 22:14:29,30803.24,30802.41,30810.05,30804.1
2023-07-04 22:14:34,30803.93,30802.46,30810.05,30804.06
2023-07-04 22:14:39,30803.15,30801.98,30809.4,30804.06
2023-07-04 22:14:44,30803.0,30801.49,30809.4,30804.06
2023-07-04 22:14:49,30801.99,30801.14,30809.27,30804.06
2023-07-04 22:14:54,30807.25,30806.47,30812.12,30809.56
2023-07-04 22:15:00,30807.73,30807.21,30812.12,30809.6
2023-07-04 22:15:05,30807.86,30806.56,30812.12,30808.96
2023-07-04 22:15:10,30807.85,30806.54,30810.5,30806.28
2023-07-04 22:15:15,30806.75,30806.32,30810.5,30806.29
2023-07-04 22:15:20,30806.98,30806.67,30811.68,30806.62
2023-07-04 22:15:26,30807.85,30806.68,30811.68,30806.62
2023-07-04 22:15:31,30807.89,30806.83,30810.25,30806.39
2023-07-04 22:15:36,30807.77,30806.83,30810.25,30806.39
2023-07-04 22:15:41,30807.75,30806.56,30811.87,30807.22
2023-07-04 22:15:46,30809.0,30807.47,30812.85,30807.35
2023-07-04 22:15:51,30811.99,30809.81,30815.51,30811.48
2023-07-04 22:15:56,30809.74,30808.89,30815.3,30811.49
2023-07-04 22:16:02,30809.46,30808.44,30814.88,30810.95
2023-07-04 22:16:07,30809.96,30808.98,30814.87,30811.02
2023-07-04 22:16:12,30810.0,30808.66,30815.76,30811.36
2023-07-04 22:16:17,30810.0,30808.95,30815.76,30811.35
2023-07-04 22:16:22,30809.58,30809.13,30815.76,30811.32
2023-07-04 22:16:27,30811.7,30809.76,30817.78,30812.24
2023-07-04 22:16:33,30810.53,30810.4,30817.9,30812.25
2023-07-04 22:16:38,30811.41,30810.01,30817.9,30812.14
2023-07-04 22:16:43,30811.19,30810.16,30817.9,30812.99
2023-07-04 22:16:48,30809.96,30809.21,30817.8,30812.99
2023-07-04 22:16:54,30809.99,30809.44,30817.8,30812.99
2023-07-04 22:16:59,30812.18,30810.17,30817.9,30813.24
2023-07-04 22:17:04,30811.51,30809.93,30817.9,30813.02
2023-07-04 22:17:09,30811.03,30809.71,30817.9,30813.98
2023-07-04 22:17:14,30808.06,30806.63,30814.58,30810.44
2023-07-04 22:17:19,30808.98,30808.18,30813.81,30809.53
2023-07-04 22:17:25,30810.12,30809.03,30816.0,30810.42
2023-07-04 22:17:30,30810.2,30809.01,30816.76,30811.23
2023-07-04 22:17:35,30809.85,30809.14,30815.96,30811.23
2023-07-04 22:17:40,30810.61,30809.37,30815.96,30811.23
2023-07-04 22:17:45,30810.1,30809.39,30815.96,30811.23
2023-07-04 22:17:50,30810.08,30809.15,30815.96,30811.23
2023-07-04 22:17:56,30810.21,30809.18,30815.96,30811.23
2023-07-04 22:18:01,30808.31,30806.93,30813.43,30809.54
2023-07-04 22:18:06,30808.97,30807.35,30812.42,30809.63
2023-07-04 22:18:11,30806.08,30804.88,30810.21,30806.49
2023-07-04 22:18:16,30807.3,30805.72,30811.4,30806.67
2023-07-04 22:18:22,30808.65,30806.93,30813.93,30808.84
2023-07-04 22:18:27,30808.69,30807.69,30813.93,30808.84
2023-07-04 22:18:32,30807.3,30805.7,30812.33,30808.0
2023-07-04 22:18:37,30807.38,30805.83,30810.91,30808.0
2023-07-04 22:18:42,30807.68,30806.05,30813.28,30807.77
2023-07-04 22:18:48,30806.18,30805.74,30813.23,30806.94
2023-07-04 22:18:53,30807.33,30806.42,30813.63,30807.41
2023-07-04 22:18:58,30807.58,30806.86,30813.57,30807.41
2023-07-04 22:19:03,30799.01,30796.3,30802.81,30799.39
2023-07-04 22:19:08,30797.87,30796.69,30802.5,30798.7
2023-07-04 22:19:14,30798.17,30796.75,30802.5,30799.2
2023-07-04 22:19:19,30798.07,30797.68,30802.5,30799.2
2023-07-04 22:19:24,30797.9,30796.73,30802.5,30799.2
2023-07-04 22:19:29,30797.0,30796.71,30802.49,30797.41
2023-07-04 22:19:34,30798.69,30798.13,30802.49,30798.35
2023-07-04 22:19:40,30798.58,30798.05,30802.49,30798.35
2023-07-04 22:19:45,30799.78,30799.02,30803.93,30799.29
2023-07-04 22:19:50,30800.49,30799.05,30803.97,30799.23
2023-07-04 22:19:55,30800.19,30799.39,30803.99,30799.23
2023-07-04 22:20:01,30800.17,30799.74,30803.94,30800.46
2023-07-04 22:20:06,30799.24,30798.13,30803.13,30797.46
2023-07-04 22:20:11,30799.18,30797.56,30802.28,30797.46
2023-07-04 22:20:16,30798.0,30797.34,30802.28,30797.14
2023-07-04 22:20:21,30797.92,30796.42,30802.17,30797.14
2023-07-04 22:20:27,30788.29,30787.13,30791.71,30789.67
2023-07-04 22:20:32,30788.71,30787.15,30791.11,30788.18
2023-07-04 22:20:37,30789.9,30788.69,30792.53,30788.37
2023-07-04 22:20:42,30796.77,30795.24,30800.97,30795.77
2023-07-04 22:20:48,30795.67,30794.97,30801.04,30795.66
2023-07-04 22:20:53,30796.0,30795.0,30801.06,30797.57
2023-07-04 22:20:58,30796.34,30795.13,30801.06,30797.56
2023-07-04 22:21:03,30800.37,30798.05,30803.98,30799.48
2023-07-04 22:21:08,30797.95,30797.38,30803.98,30800.46
2023-07-04 22:21:14,30797.37,30795.24,30802.11,30797.88
2023-07-04 22:21:19,30796.95,30796.15,30802.34,30797.55
2023-07-04 22:21:24,30797.0,30796.38,30802.34,30797.55
2023-07-04 22:21:29,30797.69,30796.94,30802.34,30798.7
2023-07-04 22:21:34,30797.13,30796.48,30802.33,30798.7
2023-07-04 22:21:40,30796.31,30795.48,30799.52,30797.03
2023-07-04 22:21:45,30797.51,30796.95,30803.59,30798.6
2023-07-04 22:21:50,30797.65,30796.8,30803.59,30798.6
2023-07-04 22:21:55,30797.69,30797.43,30802.79,30798.6
2023-07-04 22:22:00,30796.8,30795.27,30800.6,30797.35
2023-07-04 22:22:06,30796.2,30795.69,30799.47,30794.82
2023-07-04 22:22:11,30802.1,30801.17,30807.57,30802.74
2023-07-04 22:22:16,30801.98,30800.81,30805.12,30800.52
2023-07-04 22:22:21,30800.73,30799.49,30803.96,30799.99
2023-07-04 22:22:26,30802.69,30802.09,30806.18,30801.83
2023-07-04 22:22:32,30804.56,30802.72,30807.49,30802.28
2023-07-04 22:22:37,30803.68,30802.81,30807.49,30802.28
2023-07-04 22:22:42,30806.45,30805.8,30808.7,30804.76
2023-07-04 22:22:47,30806.82,30805.1,30808.71,30804.74
2023-07-04 22:22:52,30805.69,30804.8,30809.88,30804.74
2023-07-04 22:22:58,30807.28,30806.23,30809.9,30805.84
2023-07-04 22:23:03,30804.85,30804.81,30809.04,30805.53
2023-07-04 22:23:08,30807.46,30806.05,30810.08,30805.53
2023-07-04 22:23:13,30807.18,30805.11,30809.59,30805.53
2023-07-04 22:23:18,30805.66,30805.05,30808.77,30805.53
2023-07-04 22:23:24,30804.16,30803.68,30807.9,30803.2
2023-07-04 22:23:29,30801.32,30800.15,30803.6,30801.64
2023-07-04 22:23:34,30794.36,30792.69,30796.29,30792.68
2023-07-04 22:23:39,30795.0,30794.35,30799.7,30794.29
2023-07-04 22:23:44,30795.96,30792.95,30798.16,30794.29
2023-07-04 22:23:50,30794.03,30792.58,30797.94,30793.14
2023-07-04 22:23:55,30794.51,30792.96,30797.94,30792.85
2023-07-04 22:24:00,30794.2,30793.47,30797.94,30793.43
2023-07-04 22:24:05,30792.75,30791.46,30794.89,30792.01
2023-07-04 22:24:11,30789.9,30789.0,30792.64,30789.23
2023-07-04 22:24:16,30792.05,30791.1,30794.44,30790.25
2023-07-04 22:24:21,30794.16,30793.32,30797.75,30793.74
2023-07-04 22:24:26,30794.95,30793.13,30798.76,30794.69
2023-07-04 22:24:31,30792.89,30792.68,30798.76,30794.61
2023-07-04 22:24:37,30792.33,30790.79,30796.06,30792.08
2023-07-04 22:24:42,30792.66,30791.72,30797.5,30792.86
2023-07-04 22:24:47,30792.69,30792.03,30797.5,30792.87
2023-07-04 22:24:52,30795.29,30793.01,30799.74,30795.04
2023-07-04 22:24:57,30795.81,30793.2,30799.78,30795.04
2023-07-04 22:25:03,30796.37,30794.96,30800.45,30797.02
2023-07-04 22:25:08,30795.43,30794.68,30800.45,30797.29
2023-07-04 22:25:13,30795.22,30794.36,30800.45,30796.44
2023-07-04 22:25:18,30792.88,30790.97,30796.25,30792.61
2023-07-04 22:25:23,30793.67,30792.11,30795.29,30793.45
2023-07-04 22:25:29,30792.75,30791.69,30795.29,30792.71
2023-07-04 22:25:34,30794.87,30793.66,30798.54,30793.6
2023-07-04 22:25:39,30795.79,30794.3,30800.43,30794.63
2023-07-04 22:25:44,30795.86,30794.52,30798.74,30794.93
2023-07-04 22:25:50,30794.97,30793.07,30798.74,30794.75
2023-07-04 22:25:55,30794.81,30793.87,30798.74,30794.75
2023-07-04 22:26:00,30795.26,30793.73,30798.74,30794.75
2023-07-04 22:26:05,30796.04,30795.3,30798.74,30794.76
2023-07-04 22:26:10,30794.62,30793.08,30797.92,30794.66
2023-07-04 22:26:15,30790.96,30790.9,30797.77,30793.32
2023-07-04 22:26:21,30793.78,30793.25,30797.94,30793.28
2023-07-04 22:26:26,30793.17,30792.91,30796.99,30792.69
2023-07-04 22:26:31,30795.74,30794.92,30800.04,30795.48
2023-07-04 22:26:36,30794.76,30794.0,30799.12,30795.48
2023-07-04 22:26:41,30794.67,30794.03,30799.12,30795.48
2023-07-04 22:26:46,30793.43,30793.0,30797.94,30793.83
2023-07-04 22:26:52,30792.32,30791.16,30797.15,30792.58
2023-07-04 22:26:57,30793.57,30792.98,30797.15,30792.59
2023-07-04 22:27:02,30791.94,30790.44,30796.24,30792.6
2023-07-04 22:27:07,30792.56,30792.26,30797.97,30793.44
2023-07-04 22:27:12,30792.33,30792.24,30797.97,30793.44
2023-07-04 22:27:18,30791.86,30790.72,30796.87,30793.44
2023-07-04 22:27:23,30791.85,30790.82,30796.87,30793.44
2023-07-04 22:27:28,30785.97,30784.17,30790.1,30786.04
2023-07-04 22:27:33,30785.8,30785.68,30790.1,30785.69
2023-07-04 22:27:38,30786.26,30784.6,30790.27,30785.69
2023-07-04 22:27:43,30786.1,30784.86,30789.81,30785.71
2023-07-04 22:27:49,30784.46,30783.34,30788.92,30784.2
2023-07-04 22:27:54,30786.51,30785.6,30791.62,30786.82
2023-07-04 22:27:59,30786.59,30785.27,30791.62,30786.82
2023-07-04 22:28:04,30785.41,30784.18,30789.14,30785.1
2023-07-04 22:28:09,30786.09,30785.16,30791.24,30786.88
2023-07-04 22:28:15,30786.27,30784.93,30791.08,30788.63
2023-07-04 22:28:20,30786.42,30785.32,30791.08,30788.63
2023-07-04 22:28:25,30785.73,30785.55,30791.04,30786.63
2023-07-04 22:28:30,30786.0,30784.67,30791.74,30786.63
2023-07-04 22:28:35,30787.41,30786.04,30791.52,30788.72
2023-07-04 22:28:41,30787.21,30786.02,30791.36,30788.72
2023-07-04 22:28:46,30787.98,30787.18,30792.6,30790.08
2023-07-04 22:28:51,30788.22,30787.45,30794.07,30790.08
2023-07-04 22:28:56,30792.17,30790.34,30797.49,30793.77
2023-07-04 22:29:02,30788.99,30788.43,30797.42,30792.38
2023-07-04 22:29:07,30789.55,30788.44,30796.88,30792.38
2023-07-04 22:29:12,30789.28,30788.72,30796.85,30792.38
2023-07-04 22:29:17,30790.0,30788.9,30796.34,30792.38
2023-07-04 22:29:23,30789.58,30789.03,30796.34,30792.38
2023-07-04 22:29:28,30789.78,30789.07,30796.28,30792.38
2023-07-04 22:29:33,30789.74,30788.88,30796.28,30792.38
2023-07-04 22:29:38,30788.93,30788.86,30796.06,30792.38
2023-07-04 22:29:43,30788.35,30787.92,30795.13,30790.45
2023-07-04 22:29:49,30789.3,30787.95,30795.13,30790.63
2023-07-04 22:29:54,30790.09,30789.18,30795.13,30791.65
2023-07-04 22:29:59,30790.48,30789.98,30795.13,30792.06
2023-07-04 22:30:04,30789.74,30789.0,30794.26,30791.35
2023-07-04 22:30:09,30789.76,30788.22,30793.27,30790.06
2023-07-04 22:30:15,30790.02,30789.11,30793.27,30790.01
2023-07-04 22:30:20,30789.89,30789.17,30793.27,30790.01
2023-07-04 22:30:25,30790.31,30789.2,30793.27,30790.01
2023-07-04 22:30:30,30790.1,30788.15,30793.26,30788.19
2023-07-04 22:30:35,30789.44,30788.69,30793.26,30788.39
2023-07-04 22:30:40,30788.91,30787.59,30793.26,30789.64
2023-07-04 22:30:46,30789.42,30787.7,30793.26,30789.9
2023-07-04 22:30:51,30789.64,30787.98,30793.26,30790.22
2023-07-04 22:30:56,30789.44,30788.03,30793.27,30790.51
2023-07-04 22:31:01,30788.84,30788.37,30793.27,30790.54
2023-07-04 22:31:07,30789.64,30788.34,30793.27,30789.14
2023-07-04 22:31:12,30791.64,30790.45,30795.17,30792.2
2023-07-04 22:31:17,30789.78,30788.69,30794.05,30790.04
2023-07-04 22:31:22,30790.2,30789.01,30794.05,30790.04
2023-07-04 22:31:27,30789.66,30788.75,30794.04,30790.04
2023-07-04 22:31:33,30788.59,30787.41,30793.47,30790.05
2023-07-04 22:31:38,30788.57,30787.69,30793.27,30788.68
2023-07-04 22:31:43,30788.52,30787.13,30793.25,30788.11
2023-07-04 22:31:48,30787.24,30785.0,30791.35,30786.94
2023-07-04 22:31:53,30788.2,30786.44,30791.35,30787.75
2023-07-04 22:31:58,30786.49,30784.75,30790.53,30787.07
2023-07-04 22:32:04,30786.66,30785.75,30790.52,30786.84
2023-07-04 22:32:09,30786.63,30784.73,30789.57,30785.26
2023-07-04 22:32:14,30785.62,30784.55,30788.33,30784.55
2023-07-04 22:32:19,30785.63,30784.91,30788.33,30784.55
2023-07-04 22:32:24,30786.99,30786.01,30790.47,30786.01
2023-07-04 22:32:30,30786.42,30785.77,30790.46,30786.01
2023-07-04 22:32:35,30786.57,30785.75,30790.46,30786.8
2023-07-04 22:32:40,30786.6,30785.8,30790.46,30786.8
2023-07-04 22:32:45,30785.87,30784.86,30790.46,30786.8
2023-07-04 22:32:50,30787.31,30785.9,30789.56,30786.01
2023-07-04 22:32:56,30781.99,30781.08,30785.62,30781.48
2023-07-04 22:33:01,30776.79,30775.45,30779.35,30776.41
2023-07-04 22:33:06,30778.56,30778.02,30782.51,30778.36
2023-07-04 22:33:11,30781.73,30781.02,30786.58,30781.74
2023-07-04 22:33:16,30779.8,30779.09,30785.44,30781.7
2023-07-04 22:33:22,30784.32,30783.06,30788.57,30783.4
2023-07-04 22:33:27,30783.47,30782.52,30788.57,30783.42
2023-07-04 22:33:32,30782.59,30781.68,30788.57,30784.21
2023-07-04 22:33:37,30782.99,30782.08,30787.75,30784.23
2023-07-04 22:33:42,30781.44,30780.37,30785.61,30781.54
2023-07-04 22:33:48,30781.86,30780.53,30785.61,30782.01
2023-07-04 22:33:53,30781.71,30780.95,30785.61,30782.11
2023-07-04 22:33:58,30782.88,30781.77,30785.61,30782.05
2023-07-04 22:34:03,30780.44,30779.84,30785.58,30782.03
2023-07-04 22:34:08,30782.27,30781.68,30785.61,30782.03
2023-07-04 22:34:13,30780.16,30779.62,30785.37,30780.73
2023-07-04 22:34:19,30781.27,30779.99,30785.37,30780.86
2023-07-04 22:34:24,30781.16,30780.6,30785.37,30780.72
2023-07-04 22:34:29,30782.34,30781.03,30785.61,30781.56
2023-07-04 22:34:34,30782.04,30781.37,30785.61,30781.58
2023-07-04 22:34:40,30781.8,30781.0,30785.61,30782.32
2023-07-04 22:34:45,30780.8,30780.13,30785.49,30782.31
2023-07-04 22:34:50,30781.89,30780.44,30787.16,30782.31
2023-07-04 22:34:55,30782.43,30781.33,30787.16,30782.31
2023-07-04 22:35:00,30781.81,30780.59,30786.86,30782.31
2023-07-04 22:35:06,30781.78,30780.52,30786.86,30782.31
2023-07-04 22:35:11,30781.51,30780.94,30786.76,30782.31
2023-07-04 22:35:16,30778.56,30777.79,30783.12,30779.13
2023-07-04 22:35:21,30779.29,30778.0,30784.37,30780.41
2023-07-04 22:35:26,30776.93,30775.76,30780.28,30776.41
2023-07-04 22:35:32,30776.68,30775.73,30780.28,30776.41
2023-07-04 22:35:37,30777.73,30776.79,30781.42,30777.67
2023-07-04 22:35:42,30777.81,30776.78,30781.42,30777.67
2023-07-04 22:35:47,30776.81,30775.68,30781.39,30777.67
2023-07-04 22:35:52,30776.72,30775.69,30781.37,30777.67
2023-07-04 22:35:58,30776.41,30775.39,30781.15,30777.67
2023-07-04 22:36:03,30770.79,30769.27,30774.68,30770.15
2023-07-04 22:36:08,30771.88,30770.63,30775.24,30771.62
2023-07-04 22:36:13,30770.02,30769.47,30774.12,30770.3
2023-07-04 22:36:19,30770.79,30769.63,30775.03,30770.51
2023-07-04 22:36:24,30773.2,30772.23,30777.83,30774.05
2023-07-04 22:36:29,30771.73,30770.11,30776.58,30772.63
2023-07-04 22:36:34,30772.42,30771.3,30776.58,30772.65
2023-07-04 22:36:39,30773.5,30772.47,30779.43,30774.12
2023-07-04 22:36:44,30774.24,30773.35,30779.44,30774.12
2023-07-04 22:36:50,30774.62,30773.59,30778.62,30774.44
2023-07-04 22:36:55,30774.39,30772.9,30778.62,30775.49
2023-07-04 22:37:00,30779.3,30776.8,30783.68,30781.2
2023-07-04 22:37:05,30781.23,30780.99,30784.89,30782.36
2023-07-04 22:37:10,30782.11,30781.16,30786.03,30782.42
2023-07-04 22:37:16,30782.35,30781.7,30786.03,30782.42
2023-07-04 22:37:21,30781.63,30780.85,30786.03,30782.43
2023-07-04 22:37:26,30782.39,30781.61,30786.12,30782.42
2023-07-04 22:37:31,30780.93,30780.23,30786.1,30782.36
2023-07-04 22:37:36,30782.26,30780.62,30786.12,30782.37
2023-07-04 22:37:42,30782.33,30780.85,30786.12,30782.37
2023-07-04 22:37:47,30781.01,30780.12,30785.85,30782.35
2023-07-04 22:37:52,30780.94,30780.14,30785.85,30782.35
2023-07-04 22:37:57,30781.14,30780.6,30785.85,30782.35
2023-07-04 22:38:02,30779.23,30776.95,30781.51,30778.19
2023-07-04 22:38:07,30779.23,30778.13,30780.92,30776.12
2023-07-04 22:38:13,30778.29,30777.69,30780.92,30776.12
2023-07-04 22:38:18,30776.88,30775.87,30779.79,30776.12
2023-07-04 22:38:23,30779.1,30777.24,30782.93,30778.88
2023-07-04 22:38:28,30779.29,30778.11,30785.25,30779.73
2023-07-04 22:38:33,30781.03,30779.43,30785.35,30780.62
2023-07-04 22:38:39,30780.38,30779.32,30785.35,30780.68
2023-07-04 22:38:44,30780.44,30779.32,30785.35,30779.85
2023-07-04 22:38:49,30780.99,30780.04,30784.55,30779.82
2023-07-04 22:38:54,30780.6,30780.01,30784.55,30780.41
2023-07-04 22:38:59,30780.22,30779.23,30784.53,30780.43
2023-07-04 22:39:05,30779.99,30779.02,30783.32,30779.64
2023-07-04 22:39:10,30781.21,30780.04,30783.32,30779.77
2023-07-04 22:39:15,30778.16,30776.74,30780.97,30777.62
2023-07-04 22:39:20,30780.7,30779.35,30783.31,30778.29
2023-07-04 22:39:25,30781.21,30780.39,30783.31,30778.38
2023-07-04 22:39:31,30783.63,30782.35,30786.15,30781.27
2023-07-04 22:39:36,30781.41,30780.77,30785.12,30780.86
2023-07-04 22:39:41,30781.36,30780.09,30785.12,30780.86
2023-07-04 22:39:46,30781.4,30780.61,30785.12,30780.86
2023-07-04 22:39:51,30782.31,30781.37,30785.12,30780.86
2023-07-04 22:39:57,30784.85,30783.22,30787.63,30784.07
2023-07-04 22:40:02,30783.06,30782.64,30787.03,30783.65
2023-07-04 22:40:07,30782.95,30782.13,30787.06,30783.65
2023-07-04 22:40:12,30779.35,30778.27,30782.14,30778.9
2023-07-04 22:40:17,30778.92,30778.77,30782.91,30779.01
2023-07-04 22:40:23,30777.99,30777.47,30781.72,30776.65
2023-07-04 22:40:28,30779.22,30778.17,30782.0,30777.2
2023-07-04 22:40:33,30778.38,30777.87,30781.91,30777.21
2023-07-04 22:40:38,30778.79,30778.25,30782.0,30777.21
2023-07-04 22:40:43,30778.26,30777.76,30781.34,30777.21
2023-07-04 22:40:49,30778.49,30777.65,30781.34,30777.21
2023-07-04 22:40:54,30777.79,30777.63,30781.26,30777.21
2023-07-04 22:40:59,30780.75,30780.22,30783.69,30780.02
2023-07-04 22:41:04,30779.09,30778.68,30782.99,30779.91
2023-07-04 22:41:09,30779.79,30778.72,30782.99,30779.91
2023-07-04 22:41:15,30779.94,30779.32,30782.92,30779.91
2023-07-04 22:41:20,30779.87,30778.85,30783.47,30778.99
2023-07-04 22:41:25,30778.67,30777.72,30782.71,30778.99
2023-07-04 22:41:30,30777.73,30776.89,30782.42,30777.81
2023-07-04 22:41:35,30778.45,30777.89,30782.23,30777.81
2023-07-04 22:41:40,30779.14,30778.68,30782.09,30777.81
2023-07-04 22:41:46,30779.87,30779.37,30783.97,30780.0
2023-07-04 22:41:51,30779.36,30778.82,30783.95,30779.8
2023-07-04 22:41:56,30779.28,30779.0,30783.95,30779.8
2023-07-04 22:42:01,30778.11,30777.45,30782.93,30779.3
2023-07-04 22:42:06,30777.75,30777.17,30781.02,30776.88
2023-07-04 22:42:12,30777.87,30777.1,30781.02,30777.06
2023-07-04 22:42:17,30778.86,30778.11,30781.02,30777.64
2023-07-04 22:42:22,30780.0,30779.3,30782.87,30777.64
2023-07-04 22:42:27,30779.02,30778.13,30782.31,30778.38
2023-07-04 22:42:32,30779.14,30778.28,30782.31,30777.29
2023-07-04 22:42:37,30778.78,30778.2,30778.0,30774.29
2023-07-04 22:42:43,30774.96,30773.52,30777.92,30774.5
2023-07-04 22:42:48,30775.47,30774.76,30779.15,30775.49
2023-07-04 22:42:53,30775.21,30774.34,30779.15,30775.49
2023-07-04 22:42:58,30775.18,30774.33,30779.15,30775.49
2023-07-04 22:43:04,30774.79,30773.72,30777.85,30773.63
2023-07-04 22:43:09,30768.35,30768.0,30773.28,30769.58
2023-07-04 22:43:14,30776.58,30775.21,30778.44,30774.97
2023-07-04 22:43:19,30775.5,30774.29,30780.08,30775.01
2023-07-04 22:43:24,30775.98,30774.45,30780.08,30776.12
2023-07-04 22:43:30,30777.13,30774.72,30778.85,30775.1
2023-07-04 22:43:35,30776.95,30775.05,30777.5,30776.96
2023-07-04 22:43:40,30777.03,30774.53,30777.5,30776.96
2023-07-04 22:43:45,30780.84,30778.69,30783.48,30780.64
2023-07-04 22:43:50,30780.51,30779.15,30784.18,30780.64
2023-07-04 22:43:56,30782.62,30781.65,30786.8,30784.29
2023-07-04 22:44:01,30779.69,30778.81,30784.14,30780.83
2023-07-04 22:44:06,30780.98,30780.08,30785.94,30781.09
2023-07-04 22:44:11,30779.06,30777.24,30783.2,30778.55
2023-07-04 22:44:16,30779.77,30779.04,30783.2,30779.53
2023-07-04 22:44:21,30779.76,30779.4,30782.38,30779.66
2023-07-04 22:44:27,30779.18,30777.87,30781.31,30778.01
2023-07-04 22:44:32,30779.17,30778.71,30781.31,30778.01
2023-07-04 22:44:37,30779.51,30778.69,30781.31,30778.01
2023-07-04 22:44:42,30779.8,30779.17,30782.82,30778.41
2023-07-04 22:44:47,30780.0,30779.24,30782.82,30779.09
2023-07-04 22:44:52,30780.36,30779.67,30782.82,30779.09
2023-07-04 22:44:58,30780.67,30779.76,30782.82,30779.27
2023-07-04 22:45:03,30780.5,30779.19,30782.82,30779.5
2023-07-04 22:45:08,30780.57,30779.24,30782.82,30779.53
2023-07-04 22:45:13,30778.91,30778.09,30782.82,30778.75
2023-07-04 22:45:18,30778.81,30778.66,30782.82,30778.75
2023-07-04 22:45:24,30780.0,30779.52,30782.82,30778.77
