User_Id,Parent_User,Date_UTC,Market,Type,Price,Amount,Total,Fee,Fee_Coin
176544463,yes,2023-08-01 08:57:47,USDCUSDT,SELL,1.00030000,151697.00000000,151742.5091000000000000,0E-8,BNB
176544463,yes,2023-08-01 05:21:06,USDCUSDT,SELL,1.00030000,151676.00000000,151721.5028000000000000,0E-8,BNB
176544463,yes,2023-08-01 09:14:15,USDCUSDT,SELL,1.00040000,151702.00000000,151762.6808000000000000,0E-8,BNB
