timestamp,Binance_BTCTUSD,Bybit_BTCUSDT,Deribit_BTCPERPETUAL,Bitget_BTCUSDTUMCBL
2023-07-11 17:26:51,30636.55,30606.3,30648.5,30597.0
2023-07-11 17:27:02,30652.86,30623.5,30660.0,30609.5
2023-07-11 17:27:13,30651.26,30623.5,30660.0,30614.5
2023-07-11 17:27:24,30652.16,30623.5,30660.0,30615.0
2023-07-11 17:27:35,30655.92,30627.0,30664.5,30619.0
2023-07-11 17:27:46,30654.61,30627.0,30664.5,30619.5
2023-07-11 17:27:57,30654.43,30631.7,30664.5,30620.5
2023-07-11 17:28:08,30654.88,30634.7,30664.5,30622.0
2023-07-11 17:28:19,30656.87,30634.7,30664.5,30622.0
2023-07-11 17:28:30,30657.3,30634.7,30664.5,30622.0
2023-07-11 17:28:41,30662.98,30635.0,30667.0,30627.0
2023-07-11 17:28:51,30664.59,30637.0,30670.0,30630.0
2023-07-11 17:29:02,30661.33,30637.0,30670.0,30630.0
2023-07-11 17:29:13,30657.04,30637.0,30670.0,30630.0
2023-07-11 17:29:24,30657.24,30637.0,30670.0,30630.0
2023-07-11 17:29:35,30658.09,30637.0,30670.0,30625.5
2023-07-11 17:29:46,30658.19,30637.0,30670.0,30625.0
2023-07-11 17:29:57,30664.9,30637.0,30670.0,30629.0
2023-07-11 17:30:08,30662.03,30637.0,30670.0,30629.5
2023-07-11 17:30:19,30656.94,30637.0,30670.0,30625.5
2023-07-11 17:30:30,30658.0,30637.0,30670.0,30625.0
2023-07-11 17:30:41,30649.46,30630.7,30658.0,30619.0
2023-07-11 17:30:52,30652.11,30626.3,30656.0,30617.0
2023-07-11 17:31:03,30647.53,30626.3,30656.0,30616.0
2023-07-11 17:31:14,30639.81,30616.7,30649.0,30605.0
2023-07-11 17:31:25,30635.89,30614.4,30644.5,30601.5
2023-07-11 17:31:36,30633.1,30610.6,30644.5,30599.5
2023-07-11 17:31:47,30640.81,30613.1,30644.5,30601.5
2023-07-11 17:31:58,30637.37,30613.1,30644.5,30602.5
2023-07-11 17:32:08,30634.28,30610.1,30644.5,30599.0
2023-07-11 17:32:19,30637.12,30604.6,30644.5,30599.0
2023-07-11 17:32:30,30637.21,30604.6,30644.5,30599.0
2023-07-11 17:32:41,30638.4,30604.6,30644.5,30599.0
2023-07-11 17:32:52,30636.39,30604.6,30644.5,30599.0
2023-07-11 17:33:03,30636.15,30604.6,30644.5,30599.0
2023-07-11 17:33:14,30636.76,30604.6,30644.5,30599.5
2023-07-11 17:33:25,30635.68,30604.6,30644.5,30599.5
2023-07-11 17:33:36,30636.95,30604.6,30644.5,30599.5
2023-07-11 17:33:47,30636.67,30604.6,30644.5,30599.5
2023-07-11 17:33:58,30645.57,30615.0,30653.0,30608.5
2023-07-11 17:34:09,30643.89,30615.0,30653.0,30608.0
2023-07-11 17:34:19,30642.96,30620.4,30653.0,30608.0
2023-07-11 17:34:30,30636.47,30610.6,30648.0,30602.0
2023-07-11 17:34:41,30635.97,30610.6,30648.0,30602.0
2023-07-11 17:34:52,30638.7,30610.6,30648.0,30603.5
2023-07-11 17:35:03,30640.07,30610.6,30648.0,30603.5
2023-07-11 17:35:14,30643.57,30611.0,30648.0,30603.5
2023-07-11 17:35:25,30647.52,30613.5,30649.5,30607.5
2023-07-11 17:35:36,30649.79,30616.2,30653.5,30610.5
2023-07-11 17:35:47,30647.72,30616.2,30653.5,30611.5
2023-07-11 17:35:58,30651.27,30619.7,30653.5,30613.0
2023-07-11 17:36:09,30640.25,30614.1,30648.5,30610.5
2023-07-11 17:36:19,30637.91,30610.7,30648.0,30603.5
2023-07-11 17:36:30,30637.09,30608.3,30648.0,30600.0
2023-07-11 17:36:41,30638.42,30608.3,30648.0,30600.0
2023-07-11 17:36:52,30639.82,30608.3,30648.0,30600.0
2023-07-11 17:37:03,30636.14,30608.3,30648.0,30600.0
2023-07-11 17:37:14,30636.56,30608.3,30648.0,30600.0
2023-07-11 17:37:25,30641.64,30608.3,30648.0,30600.0
2023-07-11 17:37:36,30640.42,30608.3,30648.0,30600.0
2023-07-11 17:37:47,30639.53,30608.3,30648.0,30600.0
2023-07-11 17:37:58,30638.91,30608.3,30648.0,30600.0
2023-07-11 17:38:09,30644.77,30614.2,30653.0,30606.0
2023-07-11 17:38:20,30651.91,30619.7,30659.0,30613.0
2023-07-11 17:38:31,30664.75,30643.3,30669.0,30627.0
2023-07-11 17:38:42,30663.78,30642.4,30674.5,30632.0
2023-07-11 17:38:53,30665.2,30642.0,30674.5,30632.0
2023-07-11 17:39:04,30657.27,30638.9,30668.5,30627.0
2023-07-11 17:39:15,30653.54,30633.0,30664.0,30622.0
2023-07-11 17:39:26,30650.72,30630.7,30664.0,30619.5
2023-07-11 17:39:37,30648.16,30627.3,30664.0,30619.0
2023-07-11 17:39:48,30648.67,30626.6,30664.0,30614.5
2023-07-11 17:39:59,30646.4,30618.4,30656.0,30609.0
2023-07-11 17:40:10,30646.7,30618.4,30656.0,30610.0
2023-07-11 17:40:21,30646.6,30618.4,30656.0,30609.0
2023-07-11 17:40:32,30648.13,30618.4,30656.0,30609.0
2023-07-11 17:40:43,30647.62,30618.4,30656.0,30608.5
2023-07-11 17:40:54,30645.01,30618.4,30656.0,30608.5
2023-07-11 17:41:05,30635.54,30611.7,30648.0,30600.5
2023-07-11 17:41:16,30635.49,30605.0,30641.5,30596.0
2023-07-11 17:41:26,30637.16,30605.0,30641.5,30598.0
2023-07-11 17:41:37,30636.27,30605.0,30641.5,30598.0
2023-07-11 17:41:48,30635.37,30605.0,30637.0,30598.0
2023-07-11 17:41:59,30631.58,30604.3,30637.0,30595.0
2023-07-11 17:42:10,30633.24,30602.2,30637.0,30592.5
2023-07-11 17:42:21,30632.58,30602.2,30637.0,30595.0
2023-07-11 17:42:32,30630.13,30602.2,30637.0,30594.0
2023-07-11 17:42:43,30631.08,30602.2,30637.0,30594.0
2023-07-11 17:42:54,30631.47,30602.2,30637.0,30595.0
2023-07-11 17:43:05,30632.57,30602.6,30637.0,30595.0
2023-07-11 17:43:16,30631.24,30602.6,30637.0,30595.0
2023-07-11 17:43:27,30630.73,30602.6,30637.0,30595.0
2023-07-11 17:43:38,30630.85,30602.6,30637.0,30595.0
2023-07-11 17:43:49,30629.39,30602.6,30637.0,30595.0
2023-07-11 17:44:00,30630.48,30602.6,30637.0,30595.0
2023-07-11 17:44:10,30631.36,30602.6,30637.0,30595.0
2023-07-11 17:44:21,30626.8,30600.1,30635.5,30592.5
2023-07-11 17:44:32,30626.02,30600.1,30635.5,30592.0
2023-07-11 17:44:43,30627.31,30596.9,30635.5,30590.5
2023-07-11 17:44:54,30632.94,30601.4,30635.5,30594.5
2023-07-11 17:45:05,30638.0,30610.0,30645.0,30597.5
2023-07-11 17:45:16,30636.23,30610.0,30646.5,30601.5
2023-07-11 17:45:27,30633.4,30610.0,30646.5,30599.5
2023-07-11 17:45:38,30638.44,30610.0,30646.5,30601.5
2023-07-11 17:45:49,30641.96,30611.6,30646.5,30605.5
2023-07-11 17:46:00,30642.67,30611.6,30646.5,30605.5
2023-07-11 17:46:11,30633.97,30611.6,30639.0,30601.0
2023-07-11 17:46:22,30623.0,30598.6,30624.0,30588.0
2023-07-11 17:46:33,30617.88,30591.1,30624.0,30580.5
2023-07-11 17:46:44,30620.88,30591.1,30624.0,30581.0
2023-07-11 17:46:55,30619.94,30591.1,30624.0,30581.0
2023-07-11 17:47:06,30615.7,30588.9,30622.5,30580.5
2023-07-11 17:47:17,30613.92,30587.9,30621.5,30580.5
2023-07-11 17:47:28,30617.71,30585.2,30616.0,30576.0
2023-07-11 17:47:39,30619.0,30589.7,30625.5,30580.5
2023-07-11 17:47:50,30618.44,30589.7,30625.5,30580.5
2023-07-11 17:48:00,30620.31,30589.7,30625.5,30580.5
2023-07-11 17:48:11,30616.57,30589.7,30625.5,30579.5
2023-07-11 17:48:22,30614.98,30589.7,30625.5,30579.5
2023-07-11 17:48:33,30615.46,30587.7,30625.5,30576.0
2023-07-11 17:48:44,30613.93,30584.5,30622.0,30576.0
2023-07-11 17:48:55,30608.8,30581.1,30616.5,30569.5
2023-07-11 17:49:06,30611.21,30581.1,30616.5,30570.5
2023-07-11 17:49:17,30609.31,30581.1,30616.5,30570.5
2023-07-11 17:49:28,30610.01,30581.0,30616.5,30570.5
2023-07-11 17:49:39,30611.17,30581.0,30616.5,30570.5
2023-07-11 17:49:50,30609.32,30581.0,30616.5,30570.5
2023-07-11 17:50:01,30609.74,30581.0,30616.5,30570.5
2023-07-11 17:50:12,30607.98,30580.1,30616.5,30568.5
2023-07-11 17:50:23,30594.37,30557.7,30596.0,30549.5
2023-07-11 17:50:34,30590.93,30559.7,30596.0,30551.5
2023-07-11 17:50:45,30586.45,30553.4,30590.5,30545.0
2023-07-11 17:50:56,30576.79,30550.9,30588.0,30537.5
2023-07-11 17:51:06,30587.67,30554.3,30590.0,30545.5
2023-07-11 17:51:17,30582.16,30554.5,30591.5,30545.0
2023-07-11 17:51:28,30577.51,30550.1,30588.5,30540.5
2023-07-11 17:51:39,30571.35,30544.1,30582.0,30534.0
2023-07-11 17:51:50,30574.77,30544.1,30581.5,30534.0
2023-07-11 17:52:01,30577.33,30549.7,30582.5,30540.5
2023-07-11 17:52:12,30576.45,30547.6,30582.5,30537.0
2023-07-11 17:52:23,30576.7,30547.6,30582.5,30538.5
2023-07-11 17:52:34,30578.43,30547.6,30582.5,30538.5
2023-07-11 17:52:45,30584.36,30553.8,30588.0,30544.5
2023-07-11 17:52:56,30586.48,30560.0,30593.0,30551.0
2023-07-11 17:53:07,30574.0,30550.1,30583.5,30541.0
2023-07-11 17:53:18,30575.75,30549.3,30583.5,30541.0
2023-07-11 17:53:29,30576.29,30549.3,30583.5,30541.0
2023-07-11 17:53:40,30575.5,30549.3,30583.5,30541.0
2023-07-11 17:53:51,30577.7,30549.3,30583.5,30541.0
2023-07-11 17:54:02,30577.81,30549.3,30583.5,30541.0
2023-07-11 17:54:13,30576.46,30549.3,30583.5,30541.0
2023-07-11 17:54:24,30570.29,30548.1,30582.5,30538.5
2023-07-11 17:54:35,30575.16,30545.3,30582.5,30535.5
2023-07-11 17:54:45,30566.52,30542.8,30575.0,30530.5
2023-07-11 17:54:56,30571.46,30542.8,30575.0,30530.5
2023-07-11 17:55:07,30567.03,30542.8,30575.0,30530.5
2023-07-11 17:55:18,30572.67,30542.8,30575.0,30531.0
2023-07-11 17:55:29,30580.68,30547.4,30583.5,30539.5
2023-07-11 17:55:40,30581.24,30554.2,30592.0,30544.5
2023-07-11 17:55:51,30579.93,30553.0,30592.0,30542.5
2023-07-11 17:56:02,30581.99,30553.0,30592.0,30542.5
2023-07-11 17:56:13,30582.87,30553.0,30592.0,30542.5
2023-07-11 17:56:24,30585.88,30553.0,30592.0,30542.5
2023-07-11 17:56:35,30586.4,30553.0,30592.0,30544.5
2023-07-11 17:56:46,30584.18,30553.0,30592.0,30544.5
2023-07-11 17:56:57,30588.0,30553.0,30592.0,30545.0
2023-07-11 17:57:08,30577.61,30553.0,30587.5,30544.5
2023-07-11 17:57:18,30576.96,30553.0,30586.5,30542.5
2023-07-11 17:57:29,30576.91,30553.0,30586.5,30542.5
2023-07-11 17:57:40,30577.78,30552.9,30586.5,30542.5
2023-07-11 17:57:51,30572.81,30546.1,30577.5,30533.0
2023-07-11 17:58:02,30567.76,30542.8,30573.5,30529.0
2023-07-11 17:58:13,30580.48,30552.8,30584.0,30542.0
2023-07-11 17:58:24,30589.63,30558.0,30595.0,30550.0
2023-07-11 17:58:35,30589.28,30563.4,30595.0,30551.0
2023-07-11 17:58:46,30589.61,30563.4,30595.0,30551.0
2023-07-11 17:58:57,30591.86,30563.7,30595.0,30552.0
2023-07-11 17:59:08,30589.96,30563.7,30595.0,30552.5
2023-07-11 17:59:19,30591.25,30563.7,30595.0,30553.0
2023-07-11 17:59:30,30590.96,30563.7,30595.0,30553.5
2023-07-11 17:59:41,30594.85,30564.9,30595.0,30556.5
2023-07-11 17:59:52,30593.92,30564.9,30598.0,30556.5
2023-07-11 18:00:02,30593.29,30564.9,30598.0,30556.5
2023-07-11 18:00:13,30588.79,30561.7,30591.5,30550.5
2023-07-11 18:00:24,30589.35,30561.7,30593.0,30550.0
2023-07-11 18:00:35,30592.87,30561.7,30596.0,30553.5
2023-07-11 18:00:46,30594.26,30562.9,30596.0,30554.0
2023-07-11 18:00:57,30591.52,30562.9,30596.0,30554.0
2023-07-11 18:01:08,30589.2,30562.9,30596.0,30553.0
2023-07-11 18:01:19,30589.99,30562.1,30596.0,30551.5
2023-07-11 18:01:30,30590.0,30562.1,30596.0,30551.5
2023-07-11 18:01:41,30590.94,30562.1,30596.0,30551.5
2023-07-11 18:01:52,30590.01,30562.1,30596.0,30551.5
2023-07-11 18:02:03,30591.16,30562.1,30596.0,30551.5
2023-07-11 18:02:14,30591.36,30562.1,30596.0,30551.5
2023-07-11 18:02:25,30581.05,30554.7,30585.0,30542.5
2023-07-11 18:02:36,30578.34,30551.6,30585.0,30540.5
2023-07-11 18:02:47,30580.92,30551.6,30585.0,30540.5
2023-07-11 18:02:58,30581.25,30551.6,30585.0,30542.0
2023-07-11 18:03:09,30577.76,30550.1,30585.0,30538.5
2023-07-11 18:03:19,30575.44,30548.4,30585.0,30535.5
2023-07-11 18:03:30,30575.1,30545.4,30579.0,30533.5
2023-07-11 18:03:41,30577.2,30545.4,30579.0,30535.5
2023-07-11 18:03:52,30579.9,30545.4,30579.0,30535.5
2023-07-11 18:04:03,30578.4,30545.4,30579.0,30535.5
2023-07-11 18:04:14,30575.37,30545.4,30579.0,30535.5
2023-07-11 18:04:25,30577.51,30545.4,30579.0,30533.5
2023-07-11 18:04:36,30577.36,30545.4,30579.0,30533.5
2023-07-11 18:04:47,30571.89,30543.3,30579.0,30533.0
2023-07-11 18:04:58,30574.0,30543.3,30579.0,30532.0
2023-07-11 18:05:09,30578.18,30544.4,30579.0,30533.5
2023-07-11 18:05:20,30577.61,30544.4,30579.0,30535.5
2023-07-11 18:05:31,30575.42,30544.4,30579.0,30535.5
2023-07-11 18:05:42,30575.72,30544.4,30579.0,30535.5
2023-07-11 18:05:53,30578.11,30544.4,30579.0,30535.5
2023-07-11 18:06:04,30573.89,30544.4,30579.0,30535.5
2023-07-11 18:06:15,30575.34,30544.4,30579.0,30535.5
2023-07-11 18:06:25,30575.27,30544.4,30579.0,30534.5
2023-07-11 18:06:36,30576.49,30544.4,30579.0,30534.5
2023-07-11 18:06:47,30575.82,30544.6,30579.0,30534.5
2023-07-11 18:06:58,30577.13,30544.6,30579.0,30535.0
2023-07-11 18:07:09,30576.28,30544.6,30579.0,30535.0
2023-07-11 18:07:20,30576.42,30544.6,30579.0,30535.0
2023-07-11 18:07:31,30571.83,30544.6,30579.0,30534.5
2023-07-11 18:07:42,30575.16,30544.6,30579.0,30534.5
2023-07-11 18:07:53,30576.76,30544.6,30579.0,30534.5
2023-07-11 18:08:04,30577.13,30544.6,30579.0,30535.0
2023-07-11 18:08:15,30577.28,30544.6,30579.0,30535.5
2023-07-11 18:08:26,30578.36,30546.0,30579.0,30536.0
2023-07-11 18:08:37,30576.69,30546.0,30579.0,30536.5
2023-07-11 18:08:48,30575.67,30546.0,30579.0,30536.0
2023-07-11 18:08:58,30574.96,30546.0,30579.0,30536.0
2023-07-11 18:09:09,30574.78,30546.0,30579.0,30535.5
2023-07-11 18:09:20,30571.99,30546.0,30579.0,30533.5
2023-07-11 18:09:31,30559.57,30531.8,30564.0,30517.5
2023-07-11 18:09:42,30563.99,30531.8,30564.0,30521.0
2023-07-11 18:09:53,30565.98,30531.8,30564.0,30523.0
2023-07-11 18:10:04,30568.26,30535.6,30564.0,30524.5
2023-07-11 18:10:15,30566.18,30535.6,30564.0,30525.0
2023-07-11 18:10:26,30567.38,30535.6,30564.0,30525.5
2023-07-11 18:10:37,30569.89,30538.2,30566.5,30528.5
2023-07-11 18:10:48,30571.69,30538.2,30566.5,30529.0
2023-07-11 18:10:59,30570.08,30538.2,30566.5,30529.0
2023-07-11 18:11:10,30570.5,30538.2,30566.5,30529.0
2023-07-11 18:11:21,30567.14,30538.2,30566.5,30527.5
2023-07-11 18:11:32,30561.99,30533.2,30566.5,30521.0
2023-07-11 18:11:43,30559.28,30528.4,30561.5,30517.0
2023-07-11 18:11:54,30564.79,30528.4,30563.5,30515.0
2023-07-11 18:12:05,30568.61,30537.6,30566.5,30527.5
2023-07-11 18:12:16,30569.3,30537.6,30566.5,30527.5
2023-07-11 18:12:26,30567.05,30537.6,30566.0,30527.5
2023-07-11 18:12:37,30565.23,30537.6,30562.0,30526.5
2023-07-11 18:12:48,30564.64,30537.6,30562.0,30525.0
2023-07-11 18:12:59,30559.26,30530.2,30560.0,30519.5
2023-07-11 18:13:10,30563.49,30530.0,30559.0,30520.0
2023-07-11 18:13:21,30561.89,30530.0,30559.0,30520.5
2023-07-11 18:13:32,30566.84,30536.9,30568.5,30526.0
2023-07-11 18:13:43,30570.82,30538.2,30568.5,30526.0
2023-07-11 18:13:54,30571.88,30538.2,30568.5,30530.5
2023-07-11 18:14:05,30582.07,30552.1,30580.0,30538.0
2023-07-11 18:14:16,30579.63,30551.7,30580.0,30540.5
2023-07-11 18:14:27,30582.0,30551.7,30580.0,30541.0
2023-07-11 18:14:38,30580.07,30551.7,30580.0,30541.0
2023-07-11 18:14:49,30578.91,30551.7,30580.0,30541.0
2023-07-11 18:15:00,30579.81,30551.7,30580.0,30541.0
2023-07-11 18:15:11,30577.42,30551.1,30580.0,30541.0
2023-07-11 18:15:22,30577.95,30551.1,30580.0,30541.0
2023-07-11 18:15:33,30572.5,30547.6,30574.5,30534.5
2023-07-11 18:15:43,30570.85,30546.7,30574.5,30534.5
2023-07-11 18:15:54,30569.71,30546.1,30574.5,30534.5
2023-07-11 18:16:05,30571.55,30546.1,30574.5,30534.5
2023-07-11 18:16:16,30564.54,30535.3,30562.0,30523.0
2023-07-11 18:16:27,30559.5,30532.2,30562.0,30523.0
2023-07-11 18:16:38,30559.76,30528.2,30562.0,30519.5
2023-07-11 18:16:49,30560.47,30528.2,30562.0,30517.5
2023-07-11 18:17:00,30560.93,30528.2,30562.0,30517.5
2023-07-11 18:17:11,30558.21,30528.2,30562.0,30517.0
2023-07-11 18:17:22,30561.57,30528.2,30562.0,30517.0
2023-07-11 18:17:33,30560.81,30528.2,30562.0,30517.0
2023-07-11 18:17:43,30568.44,30532.9,30562.0,30524.5
2023-07-11 18:17:54,30566.13,30532.9,30562.0,30524.0
2023-07-11 18:18:05,30563.58,30532.9,30562.0,30524.0
2023-07-11 18:18:16,30565.65,30532.9,30562.0,30524.0
2023-07-11 18:18:27,30563.84,30532.9,30563.5,30521.5
2023-07-11 18:18:38,30559.65,30532.9,30563.5,30520.5
2023-07-11 18:18:49,30558.95,30531.6,30563.5,30520.5
2023-07-11 18:19:00,30561.67,30531.5,30563.5,30518.5
2023-07-11 18:19:11,30556.95,30527.9,30563.5,30514.0
2023-07-11 18:19:22,30555.55,30527.9,30563.5,30514.0
2023-07-11 18:19:33,30551.87,30519.5,30556.5,30510.5
2023-07-11 18:19:44,30551.5,30519.5,30555.5,30509.0
2023-07-11 18:19:55,30555.82,30524.0,30555.5,30510.0
2023-07-11 18:20:06,30542.81,30513.1,30550.5,30505.5
2023-07-11 18:20:17,30548.66,30516.5,30547.0,30506.5
2023-07-11 18:20:28,30545.24,30515.3,30547.0,30506.0
2023-07-11 18:20:38,30547.06,30513.5,30547.0,30505.5
2023-07-11 18:20:49,30542.35,30513.5,30547.0,30505.5
2023-07-11 18:21:00,30540.75,30502.8,30547.0,30496.5
2023-07-11 18:21:11,30544.59,30508.2,30545.5,30500.0
2023-07-11 18:21:22,30543.99,30509.4,30545.5,30500.5
2023-07-11 18:21:33,30541.61,30509.4,30545.5,30500.5
2023-07-11 18:21:44,30542.67,30509.4,30545.5,30500.5
2023-07-11 18:21:55,30541.62,30509.4,30545.5,30500.5
2023-07-11 18:22:06,30535.56,30501.7,30538.5,30494.0
2023-07-11 18:22:17,30531.32,30501.3,30538.5,30491.5
2023-07-11 18:22:28,30541.34,30511.0,30542.5,30500.0
2023-07-11 18:22:39,30546.25,30513.1,30550.0,30504.5
2023-07-11 18:22:50,30546.68,30514.7,30550.0,30503.5
2023-07-11 18:23:00,30547.25,30518.0,30550.0,30508.0
2023-07-11 18:23:11,30547.12,30518.0,30550.0,30508.0
2023-07-11 18:23:22,30545.98,30518.0,30550.0,30508.0
2023-07-11 18:23:33,30538.83,30514.7,30543.5,30501.0
2023-07-11 18:23:44,30543.04,30514.7,30543.5,30503.0
2023-07-11 18:23:55,30541.6,30514.7,30543.5,30503.0
2023-07-11 18:24:06,30534.91,30501.6,30540.5,30493.0
2023-07-11 18:24:17,30529.39,30494.6,30527.0,30485.5
2023-07-11 18:24:28,30530.77,30498.2,30531.0,30489.5
2023-07-11 18:24:39,30530.69,30498.6,30531.0,30490.5
2023-07-11 18:24:50,30531.03,30498.0,30530.5,30488.5
2023-07-11 18:25:01,30531.3,30500.0,30530.5,30490.5
2023-07-11 18:25:12,30539.01,30506.6,30540.0,30497.5
2023-07-11 18:25:23,30531.81,30502.9,30535.5,30491.5
2023-07-11 18:25:34,30530.84,30502.5,30533.5,30490.5
2023-07-11 18:25:45,30529.48,30496.7,30533.5,30487.0
2023-07-11 18:25:55,30526.15,30493.6,30520.0,30484.0
2023-07-11 18:26:06,30523.28,30490.0,30520.0,30480.0
2023-07-11 18:26:17,30524.85,30487.2,30520.0,30477.5
2023-07-11 18:26:28,30520.48,30487.9,30520.0,30478.5
2023-07-11 18:26:39,30520.79,30491.4,30510.0,30479.0
2023-07-11 18:26:50,30517.56,30484.9,30510.0,30475.5
2023-07-11 18:27:01,30515.61,30484.5,30500.0,30473.0
2023-07-11 18:27:12,30518.09,30484.5,30508.5,30473.0
2023-07-11 18:27:23,30509.72,30480.2,30500.0,30472.5
2023-07-11 18:27:34,30515.72,30484.2,30507.0,30474.0
2023-07-11 18:27:45,30510.64,30479.0,30500.0,30467.5
2023-07-11 18:27:56,30511.12,30480.0,30508.0,30467.5
2023-07-11 18:28:07,30500.0,30475.1,30498.5,30457.0
2023-07-11 18:28:17,30506.02,30475.1,30498.5,30464.5
2023-07-11 18:28:29,30509.98,30478.4,30505.0,30468.5
2023-07-11 18:28:39,30513.98,30483.8,30508.0,30473.0
2023-07-11 18:28:50,30518.79,30492.5,30510.0,30479.0
2023-07-11 18:29:01,30517.83,30490.4,30510.0,30479.0
2023-07-11 18:29:12,30514.23,30488.2,30510.0,30475.5
2023-07-11 18:29:23,30515.71,30484.8,30510.0,30474.0
2023-07-11 18:29:34,30515.17,30484.8,30510.0,30474.0
2023-07-11 18:29:45,30514.8,30484.8,30510.0,30474.0
2023-07-11 18:29:56,30507.37,30477.6,30506.0,30467.0
2023-07-11 18:30:07,30511.52,30477.7,30505.5,30467.5
2023-07-11 18:30:18,30512.22,30480.5,30505.5,30470.0
2023-07-11 18:30:29,30506.97,30479.3,30505.5,30470.0
2023-07-11 18:30:40,30497.55,30470.1,30490.5,30449.0
2023-07-11 18:30:51,30494.88,30465.1,30490.5,30454.0
2023-07-11 18:31:02,30493.6,30465.1,30489.0,30453.5
2023-07-11 18:31:13,30489.65,30462.1,30488.5,30447.0
