timestamp,Binance_BTCTUSD_bid,Binance_BTCTUSD_ask,Deribit_BTCPERPETUAL_bid,Deribit_BTCPERPETUAL_ask,Bitget_BTCUSDTUMCBL_bid,Bitget_BTCUSDTUMCBL_ask
2023-08-03 19:55:04,29255.21,29255.4,29287.5,29288.0,29274.0,29274.5
2023-08-03 19:55:14,29252.2,29253.39,29287.5,29288.0,29274.0,29274.5
2023-08-03 19:55:26,29255.56,29256.48,29287.5,29288.0,29274.0,29274.5
2023-08-03 19:55:36,29251.41,29251.76,29287.5,29288.0,29274.0,29274.5
2023-08-03 19:55:47,29252.76,29252.77,29287.5,29288.0,29274.0,29274.5
2023-08-03 19:55:58,29248.26,29248.95,29285.0,29285.5,29270.5,29271.0
2023-08-03 19:56:09,29245.98,29246.05,29285.0,29285.5,29270.5,29271.0
2023-08-03 19:56:20,29247.06,29248.01,29283.5,29284.0,29269.5,29270.0
2023-08-03 19:56:30,29251.54,29252.4,29286.5,29287.0,29270.0,29270.5
2023-08-03 19:56:41,29252.37,29253.02,29286.5,29287.0,29271.0,29271.5
2023-08-03 19:56:52,29251.41,29252.33,29286.5,29287.0,29271.0,29271.5
2023-08-03 19:57:03,29251.12,29251.88,29286.5,29287.0,29271.0,29271.5
2023-08-03 19:57:14,29253.33,29253.98,29286.5,29287.0,29272.0,29272.5
2023-08-03 19:57:24,29258.95,29260.03,29287.5,29288.0,29274.5,29275.0
2023-08-03 19:57:35,29258.61,29259.75,29287.5,29288.0,29274.5,29275.0
2023-08-03 19:57:46,29256.02,29256.7,29287.5,29288.0,29274.5,29275.0
2023-08-03 19:57:57,29256.0,29256.27,29287.5,29288.0,29274.5,29275.0
2023-08-03 19:58:07,29255.78,29256.0,29287.5,29288.0,29274.5,29275.0
2023-08-03 19:58:18,29260.67,29262.32,29288.0,29288.5,29277.5,29278.0
2023-08-03 19:58:29,29262.04,29263.04,29293.0,29293.5,29282.0,29282.5
2023-08-03 19:58:40,29260.85,29261.52,29293.0,29293.5,29282.0,29282.5
2023-08-03 19:58:51,29261.28,29261.93,29293.0,29293.5,29281.5,29282.0
2023-08-03 19:59:01,29255.95,29256.87,29293.0,29293.5,29281.5,29282.0
2023-08-03 19:59:12,29249.61,29250.98,29285.0,29285.5,29275.0,29275.5
2023-08-03 19:59:23,29245.65,29246.29,29284.0,29284.5,29270.5,29271.0
2023-08-03 19:59:34,29250.77,29251.42,29284.0,29284.5,29270.0,29270.5
2023-08-03 19:59:44,29243.79,29244.64,29276.5,29277.0,29265.0,29265.5
2023-08-03 19:59:55,29246.8,29248.15,29276.5,29277.0,29265.0,29265.5
2023-08-03 20:00:06,29238.84,29240.32,29273.5,29274.0,29260.0,29261.0
2023-08-03 20:00:17,29239.0,29239.55,29273.5,29274.0,29261.0,29261.5
2023-08-03 20:00:28,29236.21,29236.95,29273.5,29274.0,29259.0,29259.5
2023-08-03 20:00:38,29239.57,29240.56,29273.5,29274.0,29258.5,29259.0
2023-08-03 20:00:49,29246.84,29247.7,29274.0,29274.5,29261.0,29261.5
2023-08-03 20:01:00,29246.94,29247.56,29283.0,29283.5,29264.5,29265.0
2023-08-03 20:01:11,29256.39,29259.87,29292.5,29293.0,29284.0,29284.5
2023-08-03 20:01:22,29273.77,29275.77,29307.0,29307.5,29293.0,29293.5
2023-08-03 20:01:33,29283.04,29284.26,29315.0,29315.5,29301.0,29301.5
2023-08-03 20:01:44,29282.38,29283.99,29318.5,29319.0,29304.0,29304.5
2023-08-03 20:01:54,29283.12,29284.72,29319.5,29320.0,29301.5,29302.0
2023-08-03 20:02:05,29275.49,29277.16,29315.0,29315.5,29299.0,29299.5
2023-08-03 20:02:16,29286.96,29287.48,29317.5,29318.0,29301.5,29302.0
2023-08-03 20:02:27,29272.07,29273.93,29312.5,29313.0,29296.0,29296.5
2023-08-03 20:02:38,29267.51,29268.81,29307.5,29308.0,29289.5,29290.0
2023-08-03 20:02:48,29268.0,29269.06,29307.5,29308.0,29291.0,29291.5
