timestamp,best bid,best ask,ratio 5,ratio 10,ratio 15,ratio 20,ratio 25,ratio 30,ratio 35,ratio 40,ratio 45,ratio 50
2023-08-18 20:26:06.757356,26178,26181.99,0.7506786265005013,0.9844013672451858,1.1330853586161695,0.7308804281123669,0.7945365981987272,0.7598458917622697,0.8007805173400105,0.6881670454642186,0.7926961146656984,0.794857574758187
2023-08-18 20:26:07.866350,26178,26181.89,0.36016917208208316,0.47990276084215167,0.9378519904633013,0.7246181325676917,0.7257434645437167,0.7214323283716914,0.7806677564342891,0.745496872291732,0.7872629734683377,0.7971596326909771
2023-08-18 20:26:08.925330,26177.18,26180,2.257382331448413,1.5678677527983518,0.8323315695649649,1.246389204516888,0.7940900557564454,0.8490243900585586,0.8365364782382895,0.8435640904556998,0.7661482430845027,0.8214512723115184
2023-08-18 20:26:09.975362,26177.18,26180,1.5904983718870842,0.6747569854691176,0.8738254372794584,1.400199141420979,0.8604059518334798,0.9037003496809921,0.85926942453071,0.8610660558456039,0.7587906415114465,0.957837004427097
2023-08-18 20:26:11.017588,26177.18,26180,1.5904983718870842,0.6747569854691176,0.8699329396680773,1.400199141420979,0.8604059518334798,0.8134267552935734,0.8669406433936984,0.8775512646928016,0.7560695910532852,0.7868137353951482
2023-08-18 20:26:12.082333,26177.19,26180.82,1.4880095077905466,1.012242527815721,1.305407897536706,1.381994255178656,0.9035227905271683,0.9325661009098618,0.886123943580458,0.8093644126157085,0.8116213893374611,0.9747464853513831
2023-08-18 20:26:13.132360,26177.21,26180.81,2.399912063659014,0.7672085235784117,0.8222008719865044,1.1678616863822733,0.9714740889407378,0.8809150613492239,0.928761207536741,1.0331033241526897,0.8100713870325095,0.8571992694509831
2023-08-18 20:26:14.194345,26177.21,26180.81,2.399912063659014,0.8997156711037847,0.826626300854816,1.3648986330646655,1.0248865143797559,0.9426458082190705,1.0076096848107423,1.0721811201641338,0.810285781582091,0.9189449261613105
2023-08-18 20:26:15.256347,26174.12,26178.86,1.2072063099435724,0.5302503474919573,1.0407402405279176,1.0803362619081338,0.9354202557052306,1.0396145566376218,0.9763166162427198,0.9496054749020784,0.969804746406282,1.3012461959337034
2023-08-18 20:26:16.307399,26175.78,26178.62,0.40818754055619655,0.568056931516572,1.0654539757260035,1.192020883399986,0.9688554402460496,0.8265901900413872,1.0583193450002288,0.9401145574791646,0.9989511553908447,1.1205929999211894
